narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,sequence_id
P30_05_407,P30,P30_05,32:19.8,32:16.7,32:18.5,116202,116311,take spoon,take,0,spoon,1,['spoon'],[1],P30_05_seq_00103
P30_05_41,P30,P30_05,03:47.8,03:45.3,03:48.1,13521,13687,take salad,take,0,salad,68,['salad'],[68],P30_05_seq_00012
P30_05_410,P30,P30_05,32:32.3,32:26.2,32:30.7,116774,117043,put spoon,put,1,spoon,1,['spoon'],[1],P30_05_seq_00104
P30_05_413,P30,P30_05,32:40.7,32:37.6,32:40.2,117453,117614,rinse sponge,rinse,2,sponge,9,['sponge'],[9],P30_05_seq_00105
P30_05_416,P30,P30_05,32:50.7,32:47.8,32:50.2,118068,118212,open cupboard,open,3,cupboard,3,['cupboard'],[3],P30_05_seq_00106
P30_05_420,P30,P30_05,33:02.5,33:01.0,33:02.0,118858,118917,close cupboard,close,4,cupboard,3,['cupboard'],[3],P30_05_seq_00107
P30_05_423,P30,P30_05,33:15.8,33:13.6,33:14.9,119616,119691,put knife in drying rack,put-in,5,knife,4,"['knife', 'rack:drying']","[4, 110]",P30_05_seq_00108
P30_05_427,P30,P30_05,33:26.2,33:20.0,33:26.1,120001,120368,wash chopping board,wash,2,board:chopping,18,['board:chopping'],[18],P30_05_seq_00109
P30_05_434,P30,P30_05,33:46.2,33:40.7,33:43.5,121244,121410,put pizza pan,put,1,pan:pizza,5,['pan:pizza'],[5],P30_05_seq_00110
P30_05_440,P30,P30_05,34:03.7,34:00.6,34:02.6,122437,122558,put mug and knife in washing up bowl,put-in,5,mug,13,"['mug', 'knife', 'bowl:washing:up']","[13, 4, 7]",P30_05_seq_00111
P30_05_443,P30,P30_05,34:29.8,34:26.2,34:29.4,123971,124162,wash mug,wash,2,mug,13,['mug'],[13],P30_05_seq_00112
P30_05_449,P30,P30_05,34:43.2,34:40.0,34:41.3,124798,124875,rinse spoon,rinse,2,spoon,1,['spoon'],[1],P30_05_seq_00113
P30_05_45,P30,P30_05,03:59.2,03:55.3,04:02.8,14116,14565,wash hands,wash,2,hand,11,['hand'],[11],P30_05_seq_00013
P30_05_452,P30,P30_05,34:51.8,34:48.8,34:53.0,125325,125577,stir food,stir,10,food,34,['food'],[34],P30_05_seq_00114
P30_05_456,P30,P30_05,35:16.3,35:10.8,35:19.1,126651,127146,taste food,taste,35,food,34,['food'],[34],P30_05_seq_00115
P30_05_459,P30,P30_05,35:42.9,35:31.4,35:40.1,127883,128408,remove lime from food,remove-from,12,lime,161,"['lime', 'food']","[161, 34]",P30_05_seq_00116
P30_05_462,P30,P30_05,36:05.7,36:03.9,36:04.8,129835,129889,open fridge,open,3,fridge,12,['fridge'],[12],P30_05_seq_00117
P30_05_468,P30,P30_05,36:14.6,36:11.4,36:13.3,130281,130399,open water bottle,open,3,bottle:water,15,['bottle:water'],[15],P30_05_seq_00118
P30_05_473,P30,P30_05,36:26.6,36:24.5,36:30.7,131072,131442,empty bottle,empty,20,bottle,15,['bottle'],[15],P30_05_seq_00119
P30_05_476,P30,P30_05,36:40.6,36:38.3,36:40.2,131896,132009,clean scissors,clean,2,scissors,79,['scissors'],[79],P30_05_seq_00120
P30_05_480,P30,P30_05,36:49.8,36:47.9,36:48.7,132474,132524,turn off tap,turn-off,8,tap,0,['tap'],[0],P30_05_seq_00121
P30_05_483,P30,P30_05,37:00.7,36:58.1,37:00.8,133086,133246,continue wiping surface,wipe,2,surface,42,['surface'],[42],P30_05_seq_00122
P30_05_489,P30,P30_05,37:23.4,37:21.1,37:22.8,134465,134569,continue wiping surface,wipe,2,surface,42,['surface'],[42],P30_05_seq_00123
P30_05_49,P30,P30_05,04:15.1,04:12.3,04:14.5,15140,15269,close cupboard,close,4,cupboard,3,['cupboard'],[3],P30_05_seq_00014
P30_05_494,P30,P30_05,37:44.7,37:33.8,37:45.4,135226,135921,rinse knife and spoon,rinse,2,knife,4,"['knife', 'spoon']","[4, 1]",P30_05_seq_00124
P30_05_497,P30,P30_05,37:57.9,37:52.7,37:56.0,136364,136562,take lime pieces,take,0,piece:lime,161,['piece:lime'],[161],P30_05_seq_00125
P30_05_501,P30,P30_05,38:11.7,38:08.4,38:10.6,137304,137434,wipe surface,wipe,2,surface,42,['surface'],[42],P30_05_seq_00126
P30_05_504,P30,P30_05,38:22.5,38:24.4,38:26.0,138265,138359,lift pan lid,lift,33,lid:pan,6,['lid:pan'],[6],P30_05_seq_00127
P30_05_508,P30,P30_05,38:54.1,38:52.9,38:57.9,139975,140273,stir food,stir,10,food,34,['food'],[34],P30_05_seq_00128
P30_05_513,P30,P30_05,39:17.6,39:10.2,39:18.7,141012,141522,remove fish from bag,remove-from,12,fish,119,"['fish', 'bag']","[119, 19]",P30_05_seq_00129
P30_05_519,P30,P30_05,39:43.1,39:40.6,39:50.4,142834,143425,adjust gas temperature,adjust,17,temperature:gas,65,['temperature:gas'],[65],P30_05_seq_00130
P30_05_52,P30,P30_05,04:22.0,04:20.8,04:21.4,15645,15685,take scissors,take,0,scissors,79,['scissors'],[79],P30_05_seq_00015
P30_05_524,P30,P30_05,40:08.2,40:09.5,40:13.3,144570,144799,unwrap lime,unwrap,84,lime,161,['lime'],[161],P30_05_seq_00131
P30_05_528,P30,P30_05,40:22.8,40:20.6,40:22.0,145234,145320,put chopping board,put,1,board:chopping,18,['board:chopping'],[18],P30_05_seq_00132
P30_05_532,P30,P30_05,40:30.7,40:29.5,40:31.8,145768,145906,put carrot,put,1,carrot,41,['carrot'],[41],P30_05_seq_00133
P30_05_536,P30,P30_05,40:40.5,40:37.5,40:39.5,146248,146368,close fridge,close,4,fridge,12,['fridge'],[12],P30_05_seq_00134
P30_05_539,P30,P30_05,40:51.7,40:47.1,40:52.0,146827,147120,top and tail carrot,top,7,carrot:tail,41,['carrot:tail'],[41],P30_05_seq_00135
P30_05_542,P30,P30_05,41:04.0,41:01.0,41:04.1,147660,147843,top and tail carrot,top,7,carrot:tail,41,['carrot:tail'],[41],P30_05_seq_00136
P30_05_546,P30,P30_05,41:18.3,41:13.9,41:18.3,148431,148698,adjust gas temperature,adjust,17,temperature:gas,65,['temperature:gas'],[65],P30_05_seq_00137
P30_05_55,P30,P30_05,04:29.2,04:23.9,04:27.8,15835,16066,take pan,take,0,pan,5,['pan'],[5],P30_05_seq_00016
P30_05_551,P30,P30_05,41:35.1,41:30.0,41:34.5,149399,149668,stir rice,stir,10,rice,55,['rice'],[55],P30_05_seq_00138
P30_05_555,P30,P30_05,41:43.4,41:40.5,41:41.7,150027,150103,take peeler,take,0,peeler,87,['peeler'],[87],P30_05_seq_00139
P30_05_559,P30,P30_05,41:49.7,41:47.7,41:48.5,150459,150511,open cupboard,open,3,cupboard,3,['cupboard'],[3],P30_05_seq_00140
P30_05_563,P30,P30_05,41:55.4,41:55.9,41:57.9,150955,151074,empty box of water,empty,20,box:water,23,['box:water'],[23],P30_05_seq_00141
P30_05_568,P30,P30_05,42:15.8,42:13.6,42:15.6,152016,152134,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00142
P30_05_572,P30,P30_05,42:30.8,42:29.6,42:30.5,152973,153028,put carrot in box,put-in,5,carrot,41,"['carrot', 'box']","[41, 23]",P30_05_seq_00143
P30_05_575,P30,P30_05,42:43.9,42:41.6,42:45.1,153698,153905,skin carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00144
P30_05_58,P30,P30_05,04:39.2,04:36.1,04:37.5,16566,16649,move pan,move,11,pan,5,['pan'],[5],P30_05_seq_00017
P30_05_581,P30,P30_05,43:11.5,43:06.2,43:09.3,155170,155355,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00145
P30_05_586,P30,P30_05,43:24.6,43:23.4,43:30.0,156204,156598,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00146
P30_05_593,P30,P30_05,43:43.8,43:40.1,43:45.9,157203,157555,skin carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00147
P30_05_6,P30,P30_05,00:29.7,00:25.9,00:27.4,1551,1647,take box,take,0,box,23,['box'],[23],P30_05_seq_00003
P30_05_600,P30,P30_05,44:01.7,44:00.1,44:02.3,158405,158541,skin carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00148
P30_05_604,P30,P30_05,44:18.0,44:20.1,44:25.8,159604,159949,continue chopping carrot,chop,7,carrot,41,['carrot'],[41],P30_05_seq_00149
P30_05_607,P30,P30_05,44:37.9,44:39.6,44:45.9,160773,161151,remove bad bit from carrot,remove-from,12,carrot,41,['carrot'],[41],P30_05_seq_00150
P30_05_61,P30,P30_05,04:53.5,04:54.5,04:57.5,17668,17848,measure coconut in spoon,measure-in,69,coconut,196,"['coconut', 'spoon']","[196, 1]",P30_05_seq_00018
P30_05_613,P30,P30_05,45:02.0,44:54.3,44:56.8,161656,161805,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00151
P30_05_618,P30,P30_05,45:10.0,45:05.3,45:09.0,162315,162542,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],P30_05_seq_00152
P30_05_623,P30,P30_05,45:29.4,45:19.8,45:26.7,163187,163599,gather carrot peelings,gather,63,peeling:carrot,48,['peeling:carrot'],[48],P30_05_seq_00153
P30_05_628,P30,P30_05,45:28.0,45:43.4,45:45.2,164606,164713,put carrot peelings in bin,put-in,5,peeling:carrot,48,"['peeling:carrot', 'bin']","[48, 36]",P30_05_seq_00154
P30_05_632,P30,P30_05,45:56.0,45:53.3,45:56.5,165201,165390,move pan,move,11,pan,5,['pan'],[5],P30_05_seq_00155
P30_05_638,P30,P30_05,46:31.6,46:08.5,46:10.3,166111,166220,adjust gas temperature,adjust,17,temperature:gas,65,['temperature:gas'],[65],P30_05_seq_00156
P30_05_642,P30,P30_05,46:26.4,46:31.5,46:33.3,167488,167600,put lid on pan,put-on,1,lid,6,"['lid', 'pan']","[6, 5]",P30_05_seq_00157
P30_05_645,P30,P30_05,46:53.6,46:58.6,47:01.2,169116,169273,turn tap on,turn-on,6,tap,0,['tap'],[0],P30_05_seq_00158
P30_05_65,P30,P30_05,05:07.6,05:01.1,05:05.7,18063,18344,put spoon,put,1,spoon,1,['spoon'],[1],P30_05_seq_00019
P30_05_650,P30,P30_05,47:10.4,47:16.1,47:17.3,170168,170235,put washing up liquid on sponge,put,1,liquid:washing:up,22,"['liquid:washing:up', 'sponge']","[22, 9]",P30_05_seq_00159
P30_05_654,P30,P30_05,47:23.3,47:29.1,47:31.0,170946,171057,put lime juicer on the drying up rack,put-on,1,juicer:lime,106,"['juicer:lime', 'rack']","[106, 110]",P30_05_seq_00160
P30_05_658,P30,P30_05,47:36.4,47:41.0,47:44.1,171662,171844,wash scissors,wash,2,scissors,79,['scissors'],[79],P30_05_seq_00161
P30_05_661,P30,P30_05,47:48.8,47:51.7,47:53.5,172300,172411,rinse knife,rinse,2,knife,4,['knife'],[4],P30_05_seq_00162
P30_05_664,P30,P30_05,47:51.3,47:57.9,48:00.0,172672,172798,put knife on drying rack,put-on,1,knife,4,"['knife', 'rack:drying']","[4, 110]",P30_05_seq_00163
P30_05_670,P30,P30_05,48:02.8,48:10.4,48:15.9,173424,173751,rinse chopping board,rinse,2,board:chopping,18,['board:chopping'],[18],P30_05_seq_00164
P30_05_673,P30,P30_05,48:16.0,48:21.5,48:22.6,174093,174158,put spoon,put,1,spoon,1,['spoon'],[1],P30_05_seq_00165
P30_05_676,P30,P30_05,48:48.0,48:51.4,48:54.1,175883,176047,adjust gas temperature,adjust,17,temperature:gas,65,['temperature:gas'],[65],P30_05_seq_00166
P30_05_681,P30,P30_05,49:10.9,49:16.4,49:22.6,177381,177759,continue splitting fish,split,52,fish,119,['fish'],[119],P30_05_seq_00167
P30_05_684,P30,P30_05,49:27.9,49:35.2,49:37.3,178513,178637,put rubbish in bin,put-in,5,rubbish,54,"['rubbish', 'bin']","[54, 36]",P30_05_seq_00168
P30_05_687,P30,P30_05,49:36.3,49:40.8,49:43.0,178845,178979,take plate,take,0,plate,2,['plate'],[2],P30_05_seq_00169
P30_05_69,P30,P30_05,05:14.5,05:27.1,05:29.4,19623,19764,gather bits,gather,63,board:chopping,18,['board:chopping'],[18],P30_05_seq_00020
P30_05_690,P30,P30_05,49:52.5,49:49.8,49:52.3,179389,179539,chop lime,chop,7,lime,161,['lime'],[161],P30_05_seq_00170
P30_05_694,P30,P30_05,49:58.4,50:06.8,50:07.6,180411,180458,pick up lime piece,pick-up,0,piece:lime,161,['piece:lime'],[161],P30_05_seq_00171
P30_05_698,P30,P30_05,50:18.3,50:25.0,50:26.0,181498,181560,turn tap off,turn-off,8,tap,0,['tap'],[0],P30_05_seq_00172
P30_05_701,P30,P30_05,50:23.1,50:34.3,50:38.3,182059,182300,fill box of carrots with water,fill,26,box:carrot,23,"['box:carrot', 'water']","[23, 27]",P30_05_seq_00173
P30_05_704,P30,P30_05,50:44.5,50:50.4,50:51.5,183026,183091,close fridge,close,4,fridge,12,['fridge'],[12],P30_05_seq_00174
P30_05_708,P30,P30_05,51:11.2,51:15.9,51:17.6,184557,184659,take food bits,take,0,bit:food,34,['bit:food'],[34],P30_05_seq_00175
P30_05_712,P30,P30_05,51:30.5,51:27.1,51:32.9,185227,185576,fill up bottle,fill-up,26,bottle,15,['bottle'],[15],P30_05_seq_00176
P30_05_717,P30,P30_05,51:36.4,51:42.5,51:43.1,186150,186189,turn top off,turn-off,8,top,42,['top'],[42],P30_05_seq_00177
P30_05_72,P30,P30_05,05:39.9,05:36.1,05:37.6,20169,20254,rinse washing up bowl,rinse,2,bowl:washing:up,7,['bowl:washing:up'],[7],P30_05_seq_00021
P30_05_721,P30,P30_05,51:41.9,51:48.6,51:49.5,186516,186570,close fridge,close,4,fridge,12,['fridge'],[12],P30_05_seq_00178
P30_05_723,P30,P30_05,51:58.5,51:52.3,52:05.9,186739,187555,put carrot skinner in drying rack,put-in,5,skinner:carrot,87,"['skinner:carrot', 'rack:drying']","[87, 110]",P30_05_seq_00179
P30_05_728,P30,P30_05,52:12.7,52:12.8,52:15.8,187968,188146,wipe surface,wipe,2,surface,42,['surface'],[42],P30_05_seq_00180
P30_05_732,P30,P30_05,52:18.1,52:21.9,52:25.1,188513,188704,continue wiping surface,wipe,2,surface,42,['surface'],[42],P30_05_seq_00181
P30_05_737,P30,P30_05,52:26.6,52:32.4,52:34.9,189144,189292,dry hands,dry,14,hand,11,['hand'],[11],P30_05_seq_00182
P30_05_740,P30,P30_05,52:37.5,52:43.5,52:46.5,189813,189987,continue stirring food,stir,10,food,34,['food'],[34],P30_05_seq_00183
P30_05_743,P30,P30_05,52:50.4,52:56.6,52:57.6,190593,190656,open fridge,open,3,fridge,12,['fridge'],[12],P30_05_seq_00184
P30_05_747,P30,P30_05,53:01.9,53:06.0,53:07.5,191160,191248,dip carrot in hummus,dip,66,carrot,41,"['carrot', 'hummus']","[41, 181]",P30_05_seq_00185
P30_05_751,P30,P30_05,53:07.0,53:13.4,53:14.3,191603,191657,put carrot in bowl,put-in,5,carrot,41,"['carrot', 'bowl']","[41, 7]",P30_05_seq_00186
P30_05_76,P30,P30_05,05:57.8,05:56.0,05:59.0,21359,21538,dry lime,dry,14,lime,161,['lime'],[161],P30_05_seq_00022
P30_05_80,P30,P30_05,06:08.0,06:05.2,06:07.4,21914,22044,chop onion,chop,7,onion,16,['onion'],[16],P30_05_seq_00023
P30_05_83,P30,P30_05,06:24.1,06:24.2,06:29.9,23049,23392,peel onion,peel,19,onion,16,['onion'],[16],P30_05_seq_00024
P30_05_92,P30,P30_05,07:09.7,07:02.6,07:08.2,25353,25693,continue chopping onion,chop,7,onion,16,['onion'],[16],P30_05_seq_00025
P30_101_0,P30,P30_101,00:00.4,00:00.4,00:01.2,21,57,pick up pitta breads,pick-up,0,bread:pitta,33,['bread:pitta'],[33],P30_101_seq_00001
P30_101_101,P30,P30_101,03:23.4,03:22.7,03:24.1,10133,10206,put knife into drying rack,put-into,5,knife,4,"['knife', 'rack:drying']","[4, 110]",P30_101_seq_00026
P30_101_105,P30,P30_101,03:32.4,03:32.1,03:33.2,10605,10659,put knife into drying rack,put-into,5,knife,4,"['knife', 'rack:drying']","[4, 110]",P30_101_seq_00027
P30_101_108,P30,P30_101,03:42.6,03:42.5,03:46.1,11123,11307,rinse lemon squeezer piece,rinse,2,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],P30_101_seq_00028
P30_101_114,P30,P30_101,03:51.8,03:49.0,03:52.5,11450,11626,rinse spoon,rinse,2,spoon,1,['spoon'],[1],P30_101_seq_00029
P30_101_116,P30,P30_101,03:53.9,03:53.3,03:54.8,11664,11740,put spoon into drying rack,put-into,5,spoon,1,"['spoon', 'rack:drying']","[1, 110]",P30_101_seq_00030
P30_101_12,P30,P30_101,00:19.6,00:19.2,00:20.5,960,1024,turn grinder on,turn-on,6,grinder,50,['grinder'],[50],P30_101_seq_00004
P30_101_120,P30,P30_101,04:08.9,04:09.1,04:10.9,12455,12546,rinse lemon squeezer piece,rinse,2,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],P30_101_seq_00031
P30_101_124,P30,P30_101,04:16.8,04:16.7,04:17.5,12835,12872,turn on tap,turn-on,6,tap,0,['tap'],[0],P30_101_seq_00032
P30_101_128,P30,P30_101,04:23.1,04:23.2,04:23.8,13162,13188,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],P30_101_seq_00033
P30_101_134,P30,P30_101,04:28.1,04:26.0,04:27.6,13300,13382,wipe surface,wipe,2,surface,42,['surface'],[42],P30_101_seq_00034
P30_101_140,P30,P30_101,04:37.6,04:36.9,04:37.3,13843,13864,pick up sponge,pick-up,0,sponge,9,['sponge'],[9],P30_101_seq_00035
P30_101_143,P30,P30_101,04:41.1,04:39.0,04:41.6,13951,14081,empty washing up bowl,empty,20,bowl:washing:up,7,['bowl:washing:up'],[7],P30_101_seq_00036
P30_101_147,P30,P30_101,04:48.1,04:47.3,04:48.1,14362,14407,move chopping board,move,11,board:chopping,18,['board:chopping'],[18],P30_101_seq_00037
P30_101_151,P30,P30_101,04:52.6,04:52.3,04:55.8,14616,14788,pour water from kettle into jug,pour-from,9,water,27,"['water', 'kettle', 'jug']","[27, 44, 66]",P30_101_seq_00038
P30_101_155,P30,P30_101,05:01.6,05:00.7,05:06.1,15035,15307,pour water into v60,pour-into,9,water,27,"['water', 'v60']","[27, 50]",P30_101_seq_00039
P30_101_158,P30,P30_101,05:09.6,05:08.6,05:09.7,15429,15485,take hummus,take,0,hummus,181,['hummus'],[181],P30_101_seq_00040
P30_101_163,P30,P30_101,05:15.4,05:14.9,05:15.6,15746,15781,put hummus down,put-down,1,hummus,181,['hummus'],[181],P30_101_seq_00041
P30_101_166,P30,P30_101,05:18.9,05:18.9,05:19.4,15943,15972,close cupboard,close,4,cupboard,3,['cupboard'],[3],P30_101_seq_00042
P30_101_170,P30,P30_101,05:29.9,05:28.2,05:30.8,16408,16539,pick up pitta bread pieces,pick-up,0,piece:bread,33,['piece:bread'],[33],P30_101_seq_00043
P30_101_176,P30,P30_101,05:34.9,05:34.4,05:35.2,16721,16759,turn on tap,turn-on,6,tap,0,['tap'],[0],P30_101_seq_00044
P30_101_181,P30,P30_101,05:40.8,05:40.0,05:41.5,17001,17075,dry hands,dry,14,hand,11,['hand'],[11],P30_101_seq_00045
P30_101_186,P30,P30_101,06:00.1,05:58.7,05:59.6,17937,17982,pick up hummus,pick-up,0,hummus,181,['hummus'],[181],P30_101_seq_00046
P30_101_190,P30,P30_101,06:04.9,06:03.1,06:10.1,18155,18503,pour water,pour,9,water,27,['water'],[27],P30_101_seq_00047
P30_101_194,P30,P30_101,06:13.1,06:12.9,06:14.8,18646,18739,eat pitta bread,eat,35,bread:pitta,33,['bread:pitta'],[33],P30_101_seq_00048
P30_101_197,P30,P30_101,06:23.9,06:22.7,06:23.6,19135,19181,put down pitta piece onto plate,put-down,1,piece:pitta,33,"['piece:pitta', 'plate']","[33, 2]",P30_101_seq_00049
P30_101_20,P30,P30_101,00:28.9,00:28.5,00:29.3,1424,1464,put filters back into cupboard,put,1,filter,77,"['filter', 'cupboard']","[77, 3]",P30_101_seq_00006
P30_101_201,P30,P30_101,06:42.8,06:42.2,06:42.8,20110,20140,pick up pitta piece,pick-up,0,piece:pitta,33,['piece:pitta'],[33],P30_101_seq_00050
P30_101_206,P30,P30_101,07:05.4,07:04.2,07:10.1,21209,21505,jiggle v60,jiggle,15,v60,50,['v60'],[50],P30_101_seq_00051
P30_101_209,P30,P30_101,07:13.1,07:13.3,07:14.1,21663,21706,eat pitta piece,eat,35,piece:pitta,33,['piece:pitta'],[33],P30_101_seq_00052
P30_101_213,P30,P30_101,07:30.9,07:30.6,07:32.0,22527,22601,eat pitta piece,eat,35,piece:pitta,33,['piece:pitta'],[33],P30_101_seq_00053
P30_101_216,P30,P30_101,07:59.4,07:56.6,07:59.9,23832,23993,pick up v60,pick-up,0,v60,50,['v60'],[50],P30_101_seq_00054
P30_101_220,P30,P30_101,08:06.1,08:06.2,08:07.2,24307,24358,eat pitta piece,eat,35,piece:pitta,33,['piece:pitta'],[33],P30_101_seq_00055
P30_101_224,P30,P30_101,08:32.9,08:30.0,08:32.9,25500,25645,move v60,move,11,mug,13,['mug'],[13],P30_101_seq_00056
P30_101_228,P30,P30_101,08:45.1,08:44.6,08:45.3,26230,26264,pick up tea towel,pick-up,0,towel:tea,52,['towel:tea'],[52],P30_101_seq_00057
P30_101_233,P30,P30_101,08:51.6,08:51.3,08:52.1,26563,26605,pick up plate,pick-up,0,plate,2,['plate'],[2],P30_101_seq_00058
P30_101_237,P30,P30_101,08:58.3,08:58.1,08:59.2,26907,26958,pick up plates,pick-up,0,plate,2,['plate'],[2],P30_101_seq_00059
P30_101_24,P30,P30_101,00:36.1,00:35.0,00:37.0,1749,1850,turn coffee grinder on,turn-on,6,grinder:coffee,50,['grinder:coffee'],[50],P30_101_seq_00007
P30_101_241,P30,P30_101,09:06.4,09:05.8,09:06.5,27289,27324,put down knife,put-down,1,knife,4,['knife'],[4],P30_101_seq_00060
P30_101_248,P30,P30_101,09:11.6,09:11.3,09:11.6,27563,27581,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],P30_101_seq_00061
P30_101_252,P30,P30_101,09:16.1,09:15.7,09:18.7,27786,27935,dry lemon squeezer piece,dry,14,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],P30_101_seq_00062
P30_101_256,P30,P30_101,09:36.4,09:35.3,09:36.5,28765,28827,pick up lemon squeezer piece,pick-up,0,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],P30_101_seq_00063
P30_101_264,P30,P30_101,10:03.9,10:01.0,10:03.8,30050,30192,hang tea towel,hang,41,towel:tea,52,['towel:tea'],[52],P30_101_seq_00065
P30_101_268,P30,P30_101,10:09.6,10:08.7,10:10.0,30434,30497,put v60 in washing up bowl,put-in,5,v60,50,"['v60', 'bowl:washing:up']","[50, 7]",P30_101_seq_00066
P30_101_27,P30,P30_101,00:41.1,00:40.4,00:42.6,2020,2129,put coffee container back into grinder,put,1,container:coffee,21,"['container:coffee', 'grinder']","[21, 50]",P30_101_seq_00008
P30_101_271,P30,P30_101,10:13.4,10:12.4,10:13.5,30622,30673,turn on tap,turn-on,6,tap,0,['tap'],[0],P30_101_seq_00067
P30_101_3,P30,P30_101,00:03.9,00:03.2,00:04.4,157,218,put pitta bread in toaster,put-in,5,bread:pitta,33,"['bread:pitta', 'toaster']","[33, 186]",P30_101_seq_00002
P30_101_31,P30,P30_101,00:46.1,00:45.9,00:46.8,2293,2341,take jug,take,0,jug,66,['jug'],[66],P30_101_seq_00009
P30_101_36,P30,P30_101,00:51.6,00:51.5,00:52.5,2572,2623,pour water into kettle,pour-into,9,water,27,"['water', 'kettle']","[27, 44]",P30_101_seq_00010
P30_101_39,P30,P30_101,00:56.1,00:55.4,00:56.4,2771,2822,turn on tap,turn-on,6,tap,0,['tap'],[0],P30_101_seq_00011
P30_101_43,P30,P30_101,01:01.1,01:01.1,01:09.4,3056,3470,wash plate,wash,2,plate,2,['plate'],[2],P30_101_seq_00012
P30_101_48,P30,P30_101,01:25.4,01:25.2,01:30.3,4258,4514,rinse mug,rinse,2,mug,13,['mug'],[13],P30_101_seq_00013
P30_101_54,P30,P30_101,01:41.6,01:39.3,01:41.1,4965,5057,put lemon squeezer pieces into washing up bowl,put-into,5,piece:lemon:squeezer,106,"['piece:lemon:squeezer', 'bowl:washing:up']","[106, 7]",P30_101_seq_00014
P30_101_57,P30,P30_101,01:48.3,01:44.3,01:48.0,5214,5402,put down plate,put-down,1,plate,2,['plate'],[2],P30_101_seq_00015
P30_101_60,P30,P30_101,01:52.9,01:52.7,01:53.2,5635,5659,put knife into washing up bowl,put-into,5,knife,4,"['knife', 'bowl:washing:up']","[4, 7]",P30_101_seq_00016
P30_101_63,P30,P30_101,01:55.9,01:54.7,01:57.5,5734,5875,scrub knife,scrub,29,knife,4,['knife'],[4],P30_101_seq_00017
P30_101_66,P30,P30_101,02:06.6,02:05.8,02:06.9,6287,6345,turn on tap,turn-on,6,tap,0,['tap'],[0],P30_101_seq_00018
P30_101_7,P30,P30_101,00:11.9,00:10.9,00:12.2,544,609,take v60,take,0,v60,50,['v60'],[50],P30_101_seq_00003
P30_101_70,P30,P30_101,02:14.9,02:14.1,02:15.9,6706,6796,scrub knife,scrub,29,knife,4,['knife'],[4],P30_101_seq_00019
P30_101_75,P30,P30_101,02:26.6,02:25.8,02:26.5,7291,7326,turn on tap,turn-on,6,tap,0,['tap'],[0],P30_101_seq_00020
P30_101_79,P30,P30_101,02:32.1,02:30.7,02:32.1,7535,7603,pick up fork,pick-up,0,fork,14,['fork'],[14],P30_101_seq_00021
P30_101_82,P30,P30_101,02:39.1,02:38.8,02:43.4,7940,8169,rinse fork,rinse,2,fork,14,['fork'],[14],P30_101_seq_00022
P30_101_87,P30,P30_101,02:55.6,02:54.9,02:56.0,8743,8800,submerge lemon squeezer piece,submerge,56,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],P30_101_seq_00023
P30_101_92,P30,P30_101,03:01.8,03:00.5,03:01.6,9025,9080,pick up lemon squeezer piece,pick-up,0,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],P30_101_seq_00024
P30_101_97,P30,P30_101,03:17.1,03:16.2,03:18.3,9811,9915,submerge lemon squeezer piece,submerge,56,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],P30_101_seq_00025
P30_107_199,P30,P30_107,10:09.3,10:08.8,10:10.0,30437,30500,put chicken in fridge,put-in,5,chicken,57,"['chicken', 'fridge']","[57, 12]",P30_107_seq_00057
P30_107_202,P30,P30_107,10:14.1,10:12.1,10:13.4,30607,30670,take packaging,take,0,packaging,26,['packaging'],[26],P30_107_seq_00058
P30_107_206,P30,P30_107,10:26.4,10:26.3,10:27.7,31315,31386,pick up colander,pick-up,0,colander,39,['colander'],[39],P30_107_seq_00059
P30_107_209,P30,P30_107,10:44.1,10:43.6,10:44.3,32180,32216,pick up mushrooms,pick-up,0,mushroom,56,['mushroom'],[56],P30_107_seq_00060
P30_107_212,P30,P30_107,10:45.9,10:45.2,10:45.9,32262,32294,put mushroom piece into bowl,put-into,5,piece:mushroom,56,"['piece:mushroom', 'bowl']","[56, 7]",P30_107_seq_00061
P30_107_216,P30,P30_107,10:58.1,10:54.6,11:10.6,32730,33530,take pak choi,take,0,choi:pak,151,['choi:pak'],[151],P30_107_seq_00062
