narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,quality_score,combined_class
P04_121_660,P04,P04_121,26:29.1,26:28.2,26:29.3,79410,79464,close freezer door,close,4,door:freezer,113,['door:freezer'],[113],0.76,4_113
P03_123_3,P03,P03_123,00:09.4,00:08.5,00:19.7,423,984,stir lemon curd,stir,10,curd:lemon,115,['curd:lemon'],[115],1.0,10_115
P01_09_173,P01,P01_09,12:58.6,12:58.1,13:02.4,46685,46944,wash bowl,wash,2,bowl,7,['bowl'],[7],1.0,2_7
P30_110_82,P30,P30_110,00:02:44.850,00:02:44.54,00:02:45.27,8227,8263,apply washing up liquid to sponge,apply,27,liquid:washing:up,22,"['liquid:washing:up', 'sponge']","[22, 9]",1.0,27_22
P02_130_225,P02,P02_130,09:31.7,09:30.6,09:34.5,28531,28724,open cover of can,open,3,cover:can,89,['cover:can'],[89],1.0,3_89
P04_101_191,P04,P04_101,07:04.1,07:03.0,07:15.9,21147,21794,dry mug,dry,14,mug,13,['mug'],[13],0.72,14_13
P08_21_182,P08,P08_21,11:41.8,11:43.9,11:45.5,42236,42332,open lid,open,3,lid,6,['lid'],[6],1.0,3_6
P06_07_140,P06,P06_07,09:16.2,09:14.6,09:15.7,33273,33342,pick up pesto,pick-up,0,pesto,47,['pesto'],[47],0.84,0_47
P01_09_316,P01,P01_09,23:40.5,23:51.1,23:52.9,85864,85974,pour,pour,9,mushroom,56,['mushroom'],[56],1.0,9_56
P37_101_203,P37,P37_101,13:46.4,13:42.8,13:44.7,41139,41234,peel away garlic skins,peel,19,skin:garlic,48,['skin:garlic'],[48],1.0,19_48
P30_111_126,P30,P30_111,05:05.6,05:02.6,05:09.4,15130,15472,scrape garlic skin pieces into hand,scrape-into,25,piece:skin,48,"['piece:skin', 'hand']","[48, 11]",1.0,25_48
P11_05_371,P11,P11_05,00:27:03.300,00:27:02.77,00:27:03.98,97366,97438,throw away tissue,throw,13,tissue,88,['tissue'],[88],0.92,13_88
P04_107_454,P04,P04_107,00:13:26.353,00:13:26.47,00:13:27.08,40323,40354,pick up pastry brush,pick-up,0,brush:pastry,103,['brush:pastry'],[103],0.96,0_103
P03_04_344,P03,P03_04,25:04.7,25:02.1,25:02.9,90123,90176,grab can,grab,0,can,61,['can'],[61],0.8,0_61
P30_111_102,P30,P30_111,03:22.6,03:20.1,03:21.5,10004,10073,put garlic clove on chopping board,put-on,1,clove:garlic,51,"['clove:garlic', 'board:chopping']","[51, 18]",0.96,1_51
P26_08_7,P26,P26_08,00:00:33.300,00:00:33.27,00:00:35.12,1996,2107,put down colander in sink,put-down,1,colander,39,"['colander', 'sink']","[39, 63]",0.92,1_39
P04_03_197,P04,P04_03,11:57.7,11:55.3,11:58.5,42919,43110,put carrot in lunch box,put-in,5,carrot,41,"['carrot', 'box:lunch']","[41, 23]",0.96,5_41
P04_109_203,P04,P04_109,06:52.9,06:51.9,06:52.9,20597,20647,grab piece of cucumber,grab,0,piece:cucumber,72,['piece:cucumber'],[72],0.76,0_72
P03_112_18,P03,P03_112,00:31.9,00:31.5,00:33.2,1573,1660,open rice container,open,3,container:rice,21,['container:rice'],[21],1.0,3_21
P04_02_248,P04,P04_02,19:38.1,19:37.0,19:38.4,70620,70702,pick up sushi mat,pick-up,0,mat:sushi,259,['mat:sushi'],[259],0.84,0_259
P04_12_0,P04,P04_12,00:01.6,00:01.4,00:02.9,85,175,put in food bin,put-in,5,bin:food,36,['bin:food'],[36],0.0,5_36
P02_03_0,P02,P02_03,00:03.8,00:02.8,00:05.2,165,315,open bag,open,3,bag,19,['bag'],[19],0.96,3_19
P35_101_59,P35,P35_101,00:04:26.352,00:04:26.25,00:04:29.17,13312,13458,put down bag,put-down,1,bag,19,['bag'],[19],0.92,1_19
P20_03_13,P20,P20_03,00:00:34.380,00:00:33.98,00:00:37.42,2038,2245,close cereal box,close,4,box:cereal,23,['box:cereal'],[23],0.88,4_23
P06_07_110,P06,P06_07,06:54.2,06:52.8,06:57.6,24768,25056,pour tomatoes,pour,9,tomato,43,['tomato'],[43],0.84,9_43
P01_01_293,P01,P01_01,24:03.9,24:04.9,24:17.0,86692,87420,stir rice,stir,10,rice,55,['rice'],[55],0.96,10_55
P01_01_212,P01,P01_01,16:10.7,16:11.3,16:12.0,58275,58317,open top,open,3,top,42,['top'],[42],0.64,3_42
P01_01_256,P01,P01_01,20:50.0,20:51.0,20:53.0,75063,75179,take drainer,take,0,drainer,110,['drainer'],[110],1.0,0_110
P01_01_270,P01,P01_01,22:22.3,22:20.4,22:33.5,80422,81210,still waiting for rice,wait-for,72,rice,55,['rice'],[55],0.96,72_55
P01_01_291,P01,P01_01,00:24:01.919,00:24:02.96,00:24:04.06,86577,86643,put down curry powder,put-down,1,powder:curry,138,['powder:curry'],[138],0.72,1_138
P01_01_62,P01,P01_01,05:17.2,05:18.3,05:20.0,19095,19200,put down celery,put-down,1,celery,223,['celery'],[223],0.96,1_223
P01_05_131,P01,P01_05,07:58.5,07:57.5,07:58.3,28652,28698,move glass,move,11,glass,10,['glass'],[10],0.88,11_10
P01_05_149,P01,P01_05,08:56.9,08:57.3,08:59.4,32240,32365,dry blades,dry,14,blade,4,['blade'],[4],0.44,14_4
P01_05_195,P01,P01_05,15:56.0,15:52.4,15:55.3,57142,57319,take lighter,take,0,lighter,130,['lighter'],[130],0.72,0_130
P01_05_204,P01,P01_05,16:22.2,16:22.4,16:23.4,58945,59001,flip sausage,flip,22,sausage,86,['sausage'],[86],1.0,22_86
P01_05_222,P01,P01_05,18:29.9,18:19.8,18:26.7,65986,66404,turn sausage,turn,23,sausage,86,['sausage'],[86],0.92,23_86
P01_05_239,P01,P01_05,19:54.9,19:54.4,19:55.1,71666,71707,take sausages,take,0,sausage,86,['sausage'],[86],0.96,0_86
P01_07_0,P01,P01_07,00:01.6,00:00.7,00:01.5,42,89,switch on lights,switch-on,6,light,114,['light'],[114],0.96,6_114
P01_09_0,P01,P01_09,00:01.1,00:01.1,00:03.0,68,180,adjust lights,adjust,17,light,114,['light'],[114],1.0,17_114
P01_09_135,P01,P01_09,10:22.3,10:20.5,10:21.8,37233,37308,take timer,take,0,timer,111,['timer'],[111],1.0,0_111
P01_09_167,P01,P01_09,12:36.3,12:35.4,12:41.3,45324,45680,rinse spatula,rinse,2,spatula,20,['spatula'],[20],0.96,2_20
P01_09_25,P01,P01_09,00:58.7,00:58.7,01:00.7,3521,3644,put cup into cupboard,put-into,5,cup,13,"['cup', 'cupboard']","[13, 3]",0.96,5_13
P01_09_448,P01,P01_09,32:02.4,32:02.4,32:03.6,115343,115418,put scissors into drawer,put-into,5,scissors,79,"['scissors', 'drawer']","[79, 8]",0.96,5_79
P01_09_522,P01,P01_09,36:37.4,36:36.8,36:39.3,131811,131961,unroll,unroll,39,bag:flour,19,['bag:flour'],[19],1.0,39_19
P01_09_528,P01,P01_09,37:07.4,37:05.5,37:24.7,133530,134684,spread dough,spread,27,dough,25,['dough'],[25],0.96,27_25
P01_09_540,P01,P01_09,38:06.2,38:06.5,38:10.1,137190,137408,spread onions onto dough,spread-onto,27,onion,16,"['onion', 'dough']","[16, 25]",1.0,27_16
P01_09_581,P01,P01_09,40:50.8,40:49.9,40:51.6,146995,147099,move mozzarella bag,move,11,bag:mozzarella,19,['bag:mozzarella'],[19],1.0,11_19
P01_09_595,P01,P01_09,42:09.5,42:08.8,42:10.9,151731,151854,put dough onto tray,put-onto,1,dough,25,"['dough', 'tray']","[25, 35]",0.88,1_25
P01_09_635,P01,P01_09,44:49.7,44:48.5,44:50.9,161308,161451,spread olives onto pizza,spread-onto,27,olive,83,"['olive', 'pizza']","[83, 91]",0.96,27_83
P01_09_738,P01,P01_09,50:15.0,50:14.2,50:16.7,180851,181001,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],1.0,9_22
P01_09_85,P01,P01_09,03:55.0,03:53.5,04:08.3,14012,14900,stir,stir,10,flour,75,['flour'],[75],0.96,10_75
P01_103_23,P01,P01_103,00:43.4,00:42.0,00:43.8,2101,2192,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58],0.84,0_58
P01_103_68,P01,P01_103,02:03.1,02:01.0,02:04.6,6050,6229,put cereals into cupboard,put-into,5,cereal,99,"['cereal', 'cupboard']","[99, 3]",0.86,5_99
P01_105_104,P01,P01_105,00:03:11.100,00:03:10.95,00:03:11.45,9547,9572,put courgette dice into wok,put-into,5,dice:courgette,76,"['dice:courgette', 'wok']","[76, 5]",0.96,5_76
P01_109_706,P01,P01_109,00:51:54.100,00:51:53.62,00:51:57.02,155681,155851,flip omelette,flip,22,omelette,162,['omelette'],[162],0.96,22_162
P01_17_100,P01,P01_17,00:07:00.110,00:07:00.16,00:07:12.02,25209,25921,grate carrots,grate,77,carrot,41,['carrot'],[41],1.0,77_41
P01_19_68,P01,P01_19,00:03:48.769,00:03:46.98,00:03:53.73,13618,14023,wash ladle,wash,2,ladle,97,['ladle'],[97],1.0,2_97
P02_01_0,P02,P02_01,00:03.2,00:02.3,00:04.0,138,240,walk to sink,walk,67,sink,63,['sink'],[63],0.84,67_63
P02_01_18,P02,P02_01,00:46.7,00:43.8,00:45.4,2630,2724,remove bag from cereal,remove-from,12,bag,19,"['bag', 'cereal']","[19, 99]",0.96,12_19
P02_03_167,P02,P02_03,09:28.3,09:27.4,09:28.7,34042,34122,unplug,unplug,12,microwave,90,['microwave'],[90],1.0,12_90
P02_03_234,P02,P02_03,12:56.0,12:55.0,12:56.1,46497,46565,move scissors,move,11,scissors,79,['scissors'],[79],0.96,11_79
P02_03_261,P02,P02_03,14:33.7,14:32.9,14:34.4,52376,52461,lower heat,lower,73,heat,65,['heat'],[65],0.8,73_65
P02_03_316,P02,P02_03,18:00.0,17:57.1,17:58.0,64623,64678,increase heat,increase,70,heat,65,['heat'],[65],0.96,70_65
P02_06_214,P02,P02_06,00:09:39.100,00:09:37.21,00:09:38.95,34632,34737,pick lettuce,pick,0,lettuce,120,['lettuce'],[120],0.84,0_120
P02_06_45,P02,P02_06,00:01:53.640,00:01:53.94,00:02:03.43,6836,7405,wash tupperware,wash,2,tupperware,23,['tupperware'],[23],0.96,2_23
P02_102_98,P02,P02_102,00:03:06.155,00:03:06.05,00:03:09.11,9302,9455,hit bottle,hit,32,bottle,15,['bottle'],[15],1.0,32_15
P02_107_24,P02,P02_107,00:50.4,00:50.6,00:51.7,2531,2586,empty pods into bin,empty,20,pod,59,"['pod', 'bin']","[59, 36]",0.94,20_59
P02_109_72,P02,P02_109,06:26.4,06:25.8,06:27.1,19292,19357,throw some onion pieces,throw,13,piece:onion,16,['piece:onion'],[16],1.0,13_16
P02_112_214,P02,P02_112,00:15:15.177,00:15:14.89,00:15:19.27,45744,45963,shape ball of dough,shape,74,ball:dough,25,['ball:dough'],[25],0.96,74_25
P02_112_63,P02,P02_112,00:02:46.651,00:02:46.38,00:02:59.39,8319,8969,mix spice with meat,mix-with,10,spice,85,"['spice', 'meat']","[85, 28]",0.96,10_85
P02_118_13,P02,P02_118,00:01:14.918,00:01:13.79,00:01:20.03,3689,4001,put butter cubes in bowl,put,1,cube:butter,78,"['cube:butter', 'bowl']","[78, 7]",0.96,1_78
P02_121_13,P02,P02_121,00:41.2,00:40.7,00:42.1,2035,2105,close baking paper,close,4,paper:baking,49,['paper:baking'],[49],0.96,4_49
P02_121_33,P02,P02_121,01:37.9,01:37.5,01:38.8,4873,4941,put down scissors,put-down,1,scissors,79,['scissors'],[79],0.92,1_79
P02_121_5,P02,P02_121,00:15.4,00:14.9,00:25.7,746,1287,mark cake mould boundaries on baking paper,mark-on,94,boundary:cake:mould,35,"['boundary:cake:mould', 'paper:baking']","[35, 49]",1.0,94_35
P02_121_9,P02,P02_121,00:29.2,00:28.9,00:29.7,1444,1484,put down pen,put-down,1,pen,291,['pen'],[291],0.76,1_291
P02_122_111,P02,P02_122,05:49.7,05:49.7,05:58.8,17482,17941,slide pepper from chopping board into plate using knife,slide-from,61,pepper,37,"['pepper', 'board:chopping', 'plate', 'knife']","[37, 18, 2, 4]",0.98,61_37
P02_122_166,P02,P02_122,10:00.4,10:00.3,10:01.7,30017,30085,hang gloves on ovens side,hang-on,41,glove,60,"['glove', 'side:oven']","[60, 46]",0.72,41_60
P02_122_39,P02,P02_122,01:48.7,01:48.3,01:50.6,5415,5532,crack egg,crack,30,egg,53,['egg'],[53],1.0,30_53
P02_122_69,P02,P02_122,02:55.2,02:55.4,02:55.9,8769,8793,throw piece of pepper,throw,13,piece:pepper,37,['piece:pepper'],[37],0.76,13_37
P02_122_98,P02,P02_122,05:13.9,05:13.8,05:14.5,15688,15724,pour pepper from lid into plate,pour-from,9,pepper,37,"['pepper', 'lid', 'plate']","[37, 6, 2]",0.96,9_37
P02_123_48,P02,P02_123,00:01:38.405,00:01:37.87,00:01:38.51,4893,4925,put down squeezer,put-down,1,squeezer,106,['squeezer'],[106],0.8,1_106
P02_124_11,P02,P02_124,00:19.2,00:18.7,00:20.5,935,1027,put down washing powder,put-down,1,powder:washing,234,['powder:washing'],[234],0.84,1_234
P02_128_26,P02,P02_128,00:55.7,00:55.6,00:57.0,2779,2851,empty milk bottle,empty,20,bottle:milk,15,['bottle:milk'],[15],1.0,20_15
P02_128_48,P02,P02_128,01:39.4,01:39.8,01:40.6,4988,5029,get cereal from bag,get,0,cereal,99,"['cereal', 'bag']","[99, 19]",1.0,0_99
P02_128_7,P02,P02_128,00:10.4,00:10.3,00:10.7,513,534,close coffee machine,close,4,machine:coffee,50,['machine:coffee'],[50],0.68,4_50
P02_129_434,P02,P02_129,00:15:49.901,00:15:43.51,00:15:46.72,47175,47336,check cover,check,24,cover,89,['cover'],[89],0.8,24_89
P02_130_138,P02,P02_130,05:18.2,05:18.1,05:19.9,15904,15996,pour biscuits powder from glass into bowl,pour-into,9,powder:biscuit,104,"['powder:biscuit', 'glass', 'bowl']","[104, 10, 7]",0.92,9_104
P02_130_147,P02,P02_130,05:36.7,05:36.1,05:37.7,16807,16887,put ladder next to wall,put-to,1,ladder,230,"['ladder', 'wall']","[230, 242]",1.0,1_230
P02_130_160,P02,P02_130,06:15.4,06:15.0,06:16.5,18748,18827,pick up butter,pick-up,0,butter,78,['butter'],[78],0.76,0_78
P02_130_195,P02,P02_130,07:23.2,07:22.7,07:24.3,22133,22215,attach can opener to tin,attach,64,tin,61,['tin'],[61],1.0,64_61
P02_130_233,P02,P02_130,09:43.7,09:43.3,09:45.2,29163,29260,scoop cocoa powder from can,scoop,16,powder:cocoa,138,['powder:cocoa'],[138],1.0,16_138
P02_130_308,P02,P02_130,17:03.2,17:03.1,17:05.8,51154,51291,mix biscuits and chocolate,mix,10,biscuit,104,"['biscuit', 'chocolate']","[104, 188]",1.0,10_104
P02_130_312,P02,P02_130,17:18.2,17:18.1,17:19.0,51905,51951,remove tupperware from cupboard,remove-from,12,tupperware,23,"['tupperware', 'cupboard']","[23, 3]",1.0,12_23
P02_132_42,P02,P02_132,01:31.7,01:31.5,01:36.0,4574,4800,cut chocolate piece,cut,7,piece:chocolate,188,['piece:chocolate'],[188],0.92,7_188
P02_132_68,P02,P02_132,02:51.9,02:49.7,02:53.3,8487,8667,pick up chocolate pieces,pick-up,0,piece:chocolate,188,['piece:chocolate'],[188],1.0,0_188
P03_03_11,P03,P03_03,00:22.0,00:19.7,00:21.2,1185,1270,check dryness,check,24,machine:washing,124,['machine:washing'],[124],0.76,24_124
P03_04_115,P03,P03_04,07:41.6,07:38.1,07:40.2,27487,27614,put chicken on cutting board,put-on,1,chicken,57,"['chicken', 'board:cutting']","[57, 18]",1.0,1_57
P03_04_162,P03,P03_04,10:48.0,10:45.5,10:53.9,38728,39231,crumble stock cube,crumble,42,cube:stock,95,['cube:stock'],[95],1.0,42_95
P03_04_243,P03,P03_04,17:03.8,16:54.8,17:00.8,60886,61246,put pepper,put,1,pepper,37,['pepper'],[37],1.0,1_37
P03_04_282,P03,P03_04,00:19:34.850,00:19:32.45,00:19:34.20,70347,70452,open squash,open,3,squash,116,['squash'],[116],0.8,3_116
P03_04_292,P03,P03_04,19:55.8,19:53.6,19:57.1,71614,71826,fill squash,fill,26,squash,116,['squash'],[116],0.0,26_116
P03_04_352,P03,P03_04,25:18.7,25:16.1,25:16.9,90967,91016,grab drink,grab,0,drink,209,['drink'],[209],0.96,0_209
P03_04_68,P03,P03_04,03:13.2,03:10.5,03:18.2,11430,11895,peel onion,peel,19,onion,16,['onion'],[16],0.98,19_16
P03_05_15,P03,P03_05,00:26.8,00:26.5,00:28.8,1591,1728,open rice,open,3,rice,55,['rice'],[55],1.0,3_55
P03_101_131,P03,P03_101,05:14.6,05:14.5,05:17.9,15725,15894,empty saucepan,empty,20,saucepan,5,['saucepan'],[5],0.84,20_5
P03_101_134,P03,P03_101,05:34.3,05:33.6,05:35.4,16678,16767,check if there is anything in washing up bowl,check,24,bowl:washing:up,7,['bowl:washing:up'],[7],1.0,24_7
P03_101_144,P03,P03_101,05:58.6,05:58.4,05:59.0,17921,17952,move washing up brush,move,11,brush:washing:up,103,['brush:washing:up'],[103],1.0,11_103
P03_101_250,P03,P03_101,10:26.1,10:25.8,10:26.6,31291,31332,move butter,move,11,butter,78,['butter'],[78],1.0,11_78
P03_101_26,P03,P03_101,00:39.1,00:38.4,00:40.0,1918,2001,test water temperature,test,24,temperature:water,65,['temperature:water'],[65],0.5,24_65
P03_101_316,P03,P03_101,12:35.4,12:33.9,12:36.1,37694,37806,remove cardigan,remove,12,cardigan,73,['cardigan'],[73],1.0,12_73
P03_101_319,P03,P03_101,12:47.9,12:45.7,12:49.5,38286,38475,unfurl top,unfurl,39,top,42,['top'],[42],0.92,39_42
P03_101_330,P03,P03_101,13:22.6,13:21.3,13:24.7,40064,40233,check tag,check,24,tag,73,['tag'],[73],1.0,24_73
P03_101_343,P03,P03_101,13:52.9,13:50.2,13:53.0,41509,41651,drop sock,drop,59,sock,73,['sock'],[73],0.68,59_73
P03_101_81,P03,P03_101,00:01:51.850,00:01:51.89,00:02:05.59,5594,6279,wash bin,wash,2,bin,36,['bin'],[36],0.0,2_36
P03_109_360,P03,P03_109,00:17:20.394,00:17:19.74,00:17:20.15,51987,52007,put down cheese packet,put-down,1,packet:cheese,26,['packet:cheese'],[26],0.84,1_26
P03_109_47,P03,P03_109,00:01:31.350,00:01:31.22,00:01:32.18,4561,4609,put ladle in drying rack,put-in,5,ladle,97,"['ladle', 'rack:drying']","[97, 110]",1.0,5_97
P03_111_14,P03,P03_111,00:00:24.602,00:00:23.90,00:00:26.22,1195,1311,shake tupperware,shake,15,tupperware,23,['tupperware'],[23],0.96,15_23
P03_112_113,P03,P03_112,00:03:57.355,00:03:56.32,00:03:57.48,11816,11874,push air out of cheese bag,push-out,21,air,238,"['air', 'bag:cheese']","[238, 19]",1.0,21_238
P03_11_4,P03,P03_11,00:12.0,00:09.7,00:10.7,583,642,place pancake,place,1,pancake,184,['pancake'],[184],1.0,1_184
P03_120_156,P03,P03_120,00:08:10.600,00:08:10.49,00:08:38.69,24524,25934,juice lemon half,juice,18,half:lemon,105,['half:lemon'],[105],0.84,18_105
P03_123_42,P03,P03_123,02:00.6,02:04.3,02:11.1,6214,6556,ladle lemon curd into clip top jar,ladle,16,curd:lemon,115,"['curd:lemon', 'jar:clip:top']","[115, 40]",1.0,16_115
P03_13_15,P03,P03_13,00:39.9,00:38.5,00:39.7,2312,2382,put squash,put,1,squash,116,['squash'],[116],0.8,1_116
P03_13_18,P03,P03_13,00:45.8,00:43.8,00:49.1,2630,2945,fill glass,fill,26,glass,10,['glass'],[10],0.96,26_10
P03_14_32,P03,P03_14,00:02:11.230,00:02:01.41,00:02:22.04,7284,8522,continue sweeping floor,sweep,57,floor,159,['floor'],[159],0.92,57_159
P03_20_53,P03,P03_20,00:04:39.129,00:04:41.23,00:04:46.15,16873,17169,empty plug in bin,empty,20,plug,153,"['plug', 'bin']","[153, 36]",0.8,20_153
P04_01_42,P04,P04_01,00:03:21.089,00:03:21.19,00:03:30.39,12071,12623,drop can,drop,59,can,61,['can'],[61],0.76,59_61
P04_02_101,P04,P04_02,08:57.9,08:48.8,08:59.8,31728,32391,take tuna patty out of pan,take-out,12,patty:tuna,139,"['patty:tuna', 'pan']","[139, 5]",1.0,12_139
P04_02_194,P04,P04_02,15:33.4,15:32.3,15:37.0,55937,56219,rub pan with kitchen roll,rub-with,55,pan,5,"['pan', 'roll:kitchen']","[5, 93]",1.0,55_5
P04_03_101,P04,P04_03,00:06:09.910,00:06:09.51,00:06:14.91,22170,22494,slice egg omelette,slice,7,omelette:egg,162,['omelette:egg'],[162],1.0,7_162
P04_03_11,P04,P04_03,00:30.3,00:29.3,00:31.3,1757,1876,flip tuna burger,flip,22,burger:tuna,139,['burger:tuna'],[139],1.0,22_139
P04_03_14,P04,P04_03,00:37.5,00:38.5,00:40.2,2312,2409,pick up rice,pick-up,0,rice,55,['rice'],[55],1.0,0_55
P04_03_144,P04,P04_03,08:43.9,08:41.7,08:46.5,31304,31591,rearrange egg,rearrange,40,egg,53,['egg'],[53],1.0,40_53
P04_03_47,P04,P04_03,02:51.5,02:50.2,02:54.2,10211,10451,squidge tuna patty,squidge,18,patty:tuna,139,['patty:tuna'],[139],0.96,18_139
P04_03_51,P04,P04_03,03:04.8,03:03.9,03:06.2,11035,11172,pull kitchen roll,pull,31,roll:kitchen,93,['roll:kitchen'],[93],1.0,31_93
P04_03_83,P04,P04_03,04:52.9,04:52.4,04:54.6,17547,17673,mix yoghurt,mix,10,yoghurt,98,['yoghurt'],[98],0.92,10_98
P04_03_90,P04,P04_03,05:20.3,05:19.4,05:21.3,19166,19278,check tuna burger,check,24,burger:tuna,139,['burger:tuna'],[139],0.84,24_139
P04_04_10,P04,P04_04,00:39.0,00:38.1,00:40.5,2286,2428,put in dishwasher,put-in,5,dishwasher,70,['dishwasher'],[70],1.0,5_70
P04_04_100,P04,P04_04,09:19.6,09:19.1,09:29.8,33544,34189,slice paneer,slice,7,paneer,32,['paneer'],[32],1.0,7_32
P04_04_131,P04,P04_04,12:21.5,12:21.2,12:23.9,44473,44631,pick up kitchen roll,pick-up,0,roll:kitchen,93,['roll:kitchen'],[93],0.88,0_93
P04_04_138,P04,P04_04,12:52.0,12:56.5,12:59.2,46588,46749,test potato,test,24,potato,30,['potato'],[30],0.96,24_30
P04_04_15,P04,P04_04,01:02.3,01:02.8,01:05.0,3765,3903,push drawer,push,21,drawer,8,['drawer'],[8],0.76,21_8
P04_04_18,P04,P04_04,01:09.7,01:10.2,01:12.6,4212,4357,turn on dishwasher,turn-on,6,dishwasher,70,['dishwasher'],[70],0.96,6_70
P04_04_25,P04,P04_04,01:59.6,01:55.7,01:57.8,6942,7070,dry frying pan,dry,14,pan:frying,5,['pan:frying'],[5],0.9,14_5
P04_04_61,P04,P04_04,04:50.9,04:50.9,04:56.7,17451,17799,peel potato,peel,19,potato,30,['potato'],[30],1.0,19_30
P04_05_0,P04,P04_05,00:45.6,00:36.3,00:38.6,2175,2315,pick up onion peelings,pick-up,0,peeling:onion,48,['peeling:onion'],[48],0.0,0_48
P04_05_121,P04,P04_05,13:36.8,13:41.7,13:44.7,49299,49482,turn down hob,turn-down,65,hob,24,['hob'],[24],1.0,65_24
P04_05_124,P04,P04_05,13:58.1,13:57.7,13:59.2,50260,50352,scrape off knife,scrape-off,25,knife,4,['knife'],[4],0.98,25_4
P04_05_190,P04,P04_05,21:44.1,21:43.6,21:45.6,78217,78333,open passata,open,3,passata,47,['passata'],[47],1.0,3_47
P04_05_23,P04,P04_05,02:42.4,02:40.5,03:12.4,9630,11542,turn paneer,turn,23,paneer,32,['paneer'],[32],0.92,23_32
P04_05_254,P04,P04_05,27:44.0,27:42.4,27:47.6,99746,100054,pick up baking powder,pick-up,0,powder:baking,138,['powder:baking'],[138],0.6,0_138
P04_05_259,P04,P04_05,00:28:07.399,00:28:06.16,00:28:08.04,101169,101282,measure baking powder,measure,69,powder:baking,138,['powder:baking'],[138],1.0,69_138
P04_05_32,P04,P04_05,04:03.2,04:38.6,04:46.5,16717,17192,turn potato,turn,23,potato,30,['potato'],[30],1.0,23_30
P04_101_121,P04,P04_101,04:29.6,04:27.0,04:31.1,13350,13556,spoon yoghurt into bowl,spoon-into,16,yoghurt,98,"['yoghurt', 'bowl']","[98, 7]",1.0,16_98
P04_101_135,P04,P04_101,04:50.6,04:50.8,04:51.6,14538,14582,pick up yoghurt,pick-up,0,yoghurt,98,['yoghurt'],[98],0.84,0_98
P04_101_235,P04,P04_101,08:57.9,08:58.4,08:59.9,26919,26993,rinse filter,rinse,2,filter,77,['filter'],[77],1.0,2_77
P04_101_25,P04,P04_101,00:42.4,00:42.2,00:42.9,2108,2145,move tub,move,11,tub,23,['tub'],[23],1.0,11_23
P04_101_96,P04,P04_101,03:44.6,03:44.6,03:45.7,11232,11285,pick up scales,pick-up,0,scale,108,['scale'],[108],1.0,0_108
P04_102_56,P04,P04_102,00:01:59.350,00:01:59.31,00:02:01.11,5965,6055,open quorn sausages,open,3,sausage:quorn,86,['sausage:quorn'],[86],0.88,3_86
P04_104_114,P04,P04_104,00:04:27.603,00:04:27.45,00:04:28.31,13372,13415,moves things in drawer,move-in,5,drawer,8,['drawer'],[8],1.0,5_8
P04_107_620,P04,P04_107,00:17:00.853,00:16:58.00,00:17:01.54,50900,51077,unfold dough,unfold,39,dough,25,['dough'],[25],0.88,39_25
P04_109_145,P04,P04_109,05:08.9,05:08.6,05:09.1,15428,15456,chuck cucumber into measuring jug,chuck-into,13,cucumber,72,"['cucumber', 'jug:measuring']","[72, 66]",1.0,13_72
P04_109_169,P04,P04_109,05:55.1,05:54.6,06:02.7,17732,18133,separate pieces of cucumber,separate,52,piece:cucumber,72,['piece:cucumber'],[72],1.0,52_72
P04_109_193,P04,P04_109,06:38.4,06:36.9,06:38.4,19842,19918,hold piece of cucumber,hold,34,piece:cucumber,72,['piece:cucumber'],[72],0.92,34_72
P04_109_45,P04,P04_109,02:17.8,02:16.9,02:18.7,6844,6933,separate pieces of carrot,separate,52,piece:carrot,41,['piece:carrot'],[41],1.0,52_41
P04_110_129,P04,P04_110,05:09.6,05:09.3,05:10.2,15466,15508,put dough in rice cooker,put-in,5,dough,25,"['dough', 'cooker:rice']","[25, 152]",1.0,5_25
P04_110_143,P04,P04_110,05:36.4,05:35.2,05:38.1,16760,16907,cut steamed bun with fork,cut,7,fork,14,['fork'],[14],1.0,7_14
P04_110_279,P04,P04_110,08:02.1,07:58.9,08:02.2,23942,24111,adjust pieces of broccoli,adjust,17,piece:broccoli,101,['piece:broccoli'],[101],1.0,17_101
P04_110_80,P04,P04_110,03:09.4,03:08.2,03:10.1,9412,9506,pick up rice vinegar,pick-up,0,vinegar:rice,134,['vinegar:rice'],[134],0.84,0_134
P04_110_84,P04,P04_110,03:18.3,03:16.6,03:18.7,9832,9933,put rice vinegar in cupboard,put-in,5,vinegar:rice,134,"['vinegar:rice', 'cupboard']","[134, 3]",1.0,5_134
P04_112_175,P04,P04_112,00:04:56.850,00:04:56.41,00:04:57.10,14820,14855,stretch dough,stretch,50,dough,25,['dough'],[25],0.92,50_25
P04_113_281,P04,P04_113,00:08:38.604,00:08:38.11,00:08:38.65,25905,25932,fill bowl with water,fill-with,26,bowl,7,"['bowl', 'water']","[7, 27]",0.92,26_7
P04_114_26,P04,P04_114,00:54.9,00:51.2,00:52.2,2558,2610,spoon coffee into aeropress,spoon-into,16,coffee,59,"['coffee', 'aeropress']","[59, 50]",0.88,16_59
P04_114_54,P04,P04_114,01:44.6,01:43.8,01:44.7,5189,5235,take sheath off knife,take-off,12,sheath,89,"['sheath', 'knife']","[89, 4]",0.94,12_89
