narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,combined_class
P01_09_646_2,P05,P05_08,00:01:30.0,00:01:29.4,00:01:30.7,5365,5440,take pasta pack,take,0,pack:pasta,16,['pack:pasta'],[26],0,4.0,3.0,4.0,5.0,3.0,0.0,0_16
P06_102_42_2,P06,P06_102_42_2,00:00:00.000,00:00:00.000,00:00:02.750,1,165,cut sachet,cut,7,sachet,26,['sachet'],[26],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,7_26
P02_108_256_0,P02,P02_108_256_0,00:00:00.000,00:00:00.000,00:00:00.516,1,31,close tap,turn-off,8,tap,0,['tap'],[0],1,5.0,1.0,5.0,4.0,4.0,0.4078947368421053,8_0
P11_105_49_2,P03,P03_05,00:00:26.8,00:00:26.5,00:00:28.8,1591,1728,open rice,open,1,rice,56,['rice'],[55],0,5.0,5.0,5.0,5.0,5.0,0.0,1_56
P01_05_195,P01,P01_05,00:15:56.0,00:15:52.4,00:15:55.3,57142,57319,take lighter,take,0,lighter,130,['lighter'],[130],1,4.0,4.0,3.0,4.0,3.0,0.6323529411764707,0_130
P35_109_82_1,P35,P35_109_82_1,00:00:00.000,00:00:00.000,00:00:01.250,1,75,pick up saucepan,pick-up,0,saucepan,5,['saucepan'],[5],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_5
P30_111_502_1,P30,P30_111_502_1,00:00:00.000,00:00:00.000,00:00:00.716,1,43,pick,pick,0,cafetiere,50,['cafetiere'],[50],0,,,,,1.0,0.0,0_50
P24_08_190_3,P11,P11_05,00:24:35.560,00:24:22.89,00:24:42.33,87773,88939,stir pan,stir,10,pan,47,['pan'],[5],0,5.0,5.0,5.0,5.0,5.0,0.0,10_47
P28_110_11_2,P24,P24_05,00:08:45.0,00:08:43.7,00:08:44.6,31420,31479,put chopping board,put,0,board:chopping,73,['board:chopping'],[18],0,5.0,5.0,5.0,4.0,4.0,0.0,0_73
P06_07_140_1,P06,P06_07_140_1,00:00:00.000,00:00:00.000,00:00:01.149,1,69,pick up pesto,pick-up,0,pesto,47,['pesto'],[47],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0_47
P11_16_38_0,P11,P11_16_38_0,00:00:00.000,00:00:00.000,00:00:01.516,1,91,pick up colander,pick-up,0,colander,39,['colander'],[39],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_39
P01_09_69,P01,P01_09,00:03:17.9,00:03:17.6,00:03:20.4,11855,12024,pour salt,pour,9,salt,38,['salt'],[38],1,5.0,5.0,5.0,5.0,5.0,1.0,9_38
P26_110_78,P26,P26_110,00:03:57.6,00:03:57.2,00:03:58.6,11859,11928,put down plate,put-down,1,plate,2,['plate'],[2],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362,1_2
P11_104_58,P11,P11_104,00:03:45.1,00:03:43.4,00:03:46.9,11169,11343,pick up olive oil,pick-up,0,oil:olive,31,['oil:olive'],[31],1,4.0,5.0,5.0,5.0,4.0,0.8863636363636362,0_31
P10_04_51_0,P10,P10_04_51_0,00:00:00.000,00:00:00.000,00:00:03.183,1,191,cut it a third time,cut,7,cover,89,['cover'],[89],1,3.0,1.0,5.0,5.0,5.0,0.396551724137931,7_89
P04_04_25_0,P04,P04_04_25_0,00:00:00.000,00:00:00.000,00:00:02.133,1,128,dry frying pan,dry,14,pan:frying,5,['pan:frying'],[5],1,4.0,1.0,4.0,4.0,4.0,0.375,14_5
P03_120_254_0,P03,P03_120_254_0,00:00:00.000,00:00:00.000,00:00:00.633,1,38,close cupboard,close,4,cupboard,3,['cupboard'],[3],1,1.0,1.0,1.0,1.0,1.0,0.0,4_3
P22_07_670,P22,P22_07,00:32:21.4,00:32:21.0,00:32:21.5,116457,116491,pick up pesto sauce,pick-up,0,sauce:pesto,47,['sauce:pesto'],[47],1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667,0_47
P01_05_94_2,P08,P08_21,00:11:41.8,00:11:43.9,00:11:45.5,42236,42332,open lid,open,13,lid,48,['lid'],[6],0,5.0,5.0,5.0,5.0,5.0,0.0,13_48
P35_105_85,P35,P35_105,00:05:34.2,00:05:32.9,00:05:34.1,16647,16704,put down meat,put-down,1,meat,28,['meat'],[28],1,5.0,5.0,5.0,5.0,5.0,1.0,1_28
P02_128_48_1,P02,P02_128_48_1,00:00:00.000,00:00:00.000,00:00:00.683,1,41,get cereal from bag,get,0,cereal,99,"['cereal', 'bag']","[99, 19]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_99
P11_05_371,P11,P11_05,00:27:03.300,00:27:02.77,00:27:03.98,97366,97438,throw away tissue,throw,13,tissue,88,['tissue'],[88],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362,13_88
P02_112_214_0,P02,P02_112_214_0,00:00:00.000,00:00:00.000,00:00:03.649,1,219,shape ball of dough,shape,74,ball:dough,25,['ball:dough'],[25],1,4.0,1.0,5.0,5.0,5.0,0.4256756756756756,74_25
P37_103_0_2,P24,P24_08,00:18:23.3,00:18:22.9,00:18:28.2,66172,66489,rinse lid,rinse,0,lid,57,['lid'],[6],0,5.0,5.0,5.0,5.0,5.0,0.0,0_57
P37_101_252_0,P37,P37_101_252_0,00:00:00.000,00:00:00.000,00:00:01.899,1,114,put garlic skins to bin,put-to,1,skin:garlic,48,"['skin:garlic', 'bin']","[48, 36]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_48
P03_17_22,P03,P03_17,00:02:20.909,00:02:20.49,00:02:21.15,8429,8469,grab knives,grab,0,knife,4,['knife'],[4],1,4.0,3.0,4.0,4.0,3.0,0.6323529411764707,0_4
P08_23_173_0,P08,P08_23_173_0,00:00:00.000,00:00:00.000,00:00:01.600,1,96,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,3_90
P11_104_68_1,P11,P11_104_68_1,00:00:00.000,00:00:00.000,00:00:01.266,1,76,throw away plastic,throw,13,plastic,26,['plastic'],[26],1,5.0,4.0,4.0,4.0,1.0,0.3910256410256411,13_26
P27_101_183,P27,P27_101,00:07:38.6,00:07:38.3,00:07:39.0,22916,22949,open garbage bin,open,3,bin:garbage,36,['bin:garbage'],[36],1,5.0,5.0,5.0,5.0,5.0,1.0,3_36
P04_120_294_1,P06,P06_01,00:00:21.3,00:00:20.8,00:00:22.3,1249,1339,open cupboard,open,38,cupboard,1,['cupboard'],[3],0,4.0,4.0,1.0,4.0,1.0,0.0,38_1
P12_101_248,P12,P12_101,00:12:16.4,00:12:15.7,00:12:37.4,36786,37867,stir meat in frying pan,stir-in,10,meat,28,"['meat', 'pan:frying']","[28, 5]",1,5.0,5.0,5.0,5.0,5.0,1.0,10_28
P22_07_678_1,P22,P22_07_678_1,00:00:00.000,00:00:00.000,00:00:01.500,1,90,put on pesto sauce,put-on,1,sauce:pesto,47,['sauce:pesto'],[47],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,1_47
P11_104_18_0,P11,P11_104_18_0,00:00:00.000,00:00:00.000,00:00:01.133,1,68,put pot on hob,put-on,1,pot,29,"['pot', 'hob']","[29, 24]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_29
P11_103_7_2,P37,P37_101,00:25:03.9,00:25:04.1,00:25:06.7,75203,75336,put coriander in pot,put-in,21,coriander,117,"['coriander', 'pot']","[173, 29]",0,5.0,5.0,5.0,5.0,5.0,0.0,21_117
P02_109_61_2,P03,P03_113,00:01:06.6,00:01:06.3,00:01:07.6,3314,3381,take lid off saucepan,take-off,1,lid,15,"['lid', 'saucepan']","[6, 5]",0,5.0,5.0,5.0,5.0,5.0,0.0,1_15
P30_111_358,P30,P30_111,00:15:11.3,00:15:11.2,00:15:12.5,45562,45627,put down glass,put-down,1,glass,10,['glass'],[10],1,5.0,4.0,4.0,5.0,4.0,0.8369565217391306,1_10
P01_05_188_2,P04,P04_110,00:00:37.6,00:00:37.7,00:00:38.8,1885,1939,put down oven dish,put-down,1,dish:oven,1,['dish:oven'],[35],0,5.0,5.0,5.0,5.0,5.0,0.0,1_1
P28_103_166,P28,P28_103,00:15:46.4,00:15:46.2,00:15:49.2,47308,47458,stir vegetable,stir,10,vegetable,94,['vegetable'],[94],1,4.0,5.0,5.0,5.0,5.0,0.9404761904761904,10_94
P01_102_86_1,P01,P01_05,00:08:49.3,00:08:45.7,00:08:48.3,31540,31696,take table cloth,take,2,cloth:table,42,['cloth:table'],[17],0,2.0,4.0,3.0,3.0,3.0,0.0,2_42
P01_09_135_1,P01,P01_09_135_1,00:00:00.000,00:00:00.000,00:00:01.250,1,75,take timer,take,0,timer,111,['timer'],[111],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_111
P04_121_694_1,P04,P04_121_694_1,00:00:00.000,00:00:00.000,00:00:01.016,1,61,close freezer drawer,close,4,drawer:freezer,8,['drawer:freezer'],[8],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,4_8
P02_128_26_1,P02,P02_128_26_1,00:00:00.000,00:00:00.000,00:00:01.199,1,72,empty milk bottle,empty,20,bottle:milk,15,['bottle:milk'],[15],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,20_15
P01_03_29_2,P28,P28_14,00:01:04.6,00:01:50.0,00:01:53.0,6598,6778,put cheese in bread,put-in,0,cheese,1,"['cheese', 'bread']","[32, 33]",0,5.0,5.0,5.0,5.0,5.0,0.0,0_1
P01_03_10,P01,P01_03,00:00:24.4,00:00:24.8,00:00:25.9,1486,1555,put down container,put-down,1,container,21,['container'],[21],1,4.0,4.0,5.0,4.0,5.0,0.8369565217391306,1_21
P12_101_164_2,P05,P05_08,00:00:30.0,00:00:29.6,00:00:31.4,1776,1884,press switch,press,0,switch,38,['switch'],[92],0,5.0,5.0,5.0,5.0,5.0,0.0,0_38
P05_01_30_1,P05,P05_01_30_1,00:00:00.000,00:00:00.000,00:00:01.800,1,108,press switch,press,21,switch,92,['switch'],[92],1,4.0,3.0,4.0,5.0,1.0,0.3647540983606557,21_92
P11_107_7_2,P22,P22_07,00:34:35.7,00:34:31.7,00:34:32.7,124300,124360,put in pesto,put-in,1,pesto,91,['pesto'],[47],0,5.0,5.0,5.0,4.0,5.0,0.0,1_91
P30_111_429_3,P12,P12_101,00:06:14.8,00:06:14.1,00:06:14.9,18705,18743,open tap,turn-on,16,tap,47,['tap'],[0],0,5.0,5.0,5.0,5.0,5.0,0.0,16_47
P08_21_309_1,P08,P08_21_309_1,00:00:00.000,00:00:00.000,00:00:01.300,1,78,throwing in garbage,throw-in,13,garbage,54,['garbage'],[54],1,4.0,5.0,4.0,3.0,1.0,0.3647540983606557,13_54
P30_107_310_0,P30,P30_107_310_0,00:00:00.000,00:00:00.000,00:00:01.666,1,100,take broccoli piece,take,0,piece:broccoli,101,['piece:broccoli'],[101],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,0_101
P23_02_13_0,P23,P23_02_13_0,00:00:00.000,00:00:00.000,00:00:01.000,1,60,taking the plate,take,0,plate,2,['plate'],[2],1,3.0,1.0,5.0,5.0,5.0,0.396551724137931,0_2
P04_110_146,P04,P04_110,00:05:41.6,00:05:40.3,00:05:41.6,17015,17079,open piece of steamed bun,open,3,bun:steamed,33,['bun:steamed'],[33],1,4.0,5.0,5.0,4.0,4.0,0.8369565217391306,3_33
P06_07_241_3,P11,P11_104,00:11:13.9,00:11:13.9,00:11:18.8,33695,33939,put down black bean sauce,put-down,3,sauce:black:bean,22,['sauce:black:bean'],[47],0,5.0,5.0,3.0,4.0,4.0,0.0,3_22
P02_122_131_2,P28,P28_02,00:07:42.480,00:07:42.35,00:07:43.44,27741,27806,soak sponge,soak,0,sponge,18,['sponge'],[9],0,4.0,4.0,4.0,3.0,3.0,0.0,0_18
P02_101_92_1,P02,P02_101_92_1,00:00:00.000,00:00:00.000,00:00:01.850,1,111,wash sponge,wash,2,sponge,9,['sponge'],[9],1,4.0,1.0,4.0,3.0,1.0,0.1911764705882352,2_9
P25_107_89_3,P20,P20_03,00:00:34.380,00:00:33.98,00:00:37.42,2038,2245,close cereal box,close,1,box:cereal,67,['box:cereal'],[23],0,4.0,4.0,5.0,5.0,4.0,0.0,1_67
P28_103_200_2,P30,P30_111,00:05:05.6,00:05:02.6,00:05:09.4,15130,15472,scrape garlic skin pieces into hand,scrape-into,0,piece:skin,60,"['piece:skin', 'hand']","[48, 11]",0,5.0,5.0,5.0,5.0,5.0,0.0,0_60
P02_121_17_2,P02,P02_121_17_2,00:00:00.000,00:00:00.000,00:00:03.850,1,231,cut baking paper,cut,7,paper:baking,49,['paper:baking'],[49],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,7_49
P22_07_657_0,P22,P22_07_657_0,00:00:00.000,00:00:00.000,00:00:01.250,1,75,open drawer,open,3,drawer,8,['drawer'],[8],1,4.0,1.0,4.0,4.0,4.0,0.375,3_8
P04_101_25,P04,P04_101,00:00:42.4,00:00:42.2,00:00:42.9,2108,2145,move tub,move,11,tub,23,['tub'],[23],1,5.0,5.0,5.0,5.0,5.0,1.0,11_23
P22_16_265_0,P22,P22_16_265_0,00:00:00.000,00:00:00.000,00:00:00.800,1,48,move salad bowl,move,11,bowl:salad,7,['bowl:salad'],[7],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,11_7
P30_111_278_2,P05,P05_08,00:04:38.0,00:04:38.4,00:04:39.5,16704,16768,take pasta pack,take,0,pack:pasta,23,['pack:pasta'],[26],0,4.0,3.0,4.0,4.0,4.0,0.0,0_23
P01_109_648,P01,P01_109,00:48:19.600,00:48:18.94,00:48:20.75,144947,145037,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1,5.0,4.0,4.0,4.0,4.0,0.7916666666666667,0_7
P03_123_3_2,P03,P03_123_3_2,00:00:00.000,00:00:00.000,00:00:09.349,1,561,stir lemon curd,stir,10,curd:lemon,115,['curd:lemon'],[115],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,10_115
P06_01_20_2,P01,P01_109,00:51:54.100,00:51:53.62,00:51:57.02,155681,155851,flip omelette,flip,3,omelette,12,['omelette'],[162],0,5.0,5.0,5.0,5.0,4.0,0.0,3_12
P02_135_25_2,P28,P28_103,00:02:08.9,00:02:07.7,00:02:09.2,6384,6458,take potatoes,take,4,potato,8,['potato'],[30],0,5.0,5.0,5.0,5.0,4.0,0.0,4_8
P02_130_195_2,P01,P01_18,00:53:57.930,00:53:56.20,00:53:58.20,194172,194292,put down spoon,put-down,64,spoon,61,['spoon'],[1],0,5.0,5.0,4.0,5.0,5.0,0.0,64_61
P02_122_139_1,P02,P02_122_139_1,00:00:00.000,00:00:00.000,00:00:01.066,1,64,put down oil bottle,put-down,1,bottle:oil,15,['bottle:oil'],[15],1,5.0,5.0,5.0,4.0,1.0,0.4256756756756756,1_15
P02_102_98_3,P03,P03_109,00:14:09.851,00:14:09.68,00:14:10.50,42484,42525,move tap,move,32,tap,15,['tap'],[0],0,5.0,5.0,5.0,5.0,5.0,0.0,32_15
P04_11_22_0,P04,P04_11_22_0,00:00:00.000,00:00:00.000,00:00:03.750,1,225,rinse rice measurer,rinse,2,measurer:rice,10,['measurer:rice'],[10],1,4.0,1.0,4.0,4.0,4.0,0.375,2_10
P04_121_324_1,P04,P04_121_324_1,00:00:00.000,00:00:00.000,00:00:01.100,1,66,pick up tea towel,pick-up,0,towel:tea,52,['towel:tea'],[52],1,5.0,5.0,3.0,1.0,4.0,0.3802521008403361,0_52
P01_05_146_0,P01,P01_05_146_0,00:00:00.000,00:00:00.000,00:00:02.600,1,156,take table cloth,take,0,cloth:table,17,['cloth:table'],[17],1,2.0,1.0,3.0,3.0,3.0,0.25,0_17
P30_111_183_2,P06,P06_101,00:00:06.4,00:00:05.8,00:00:12.6,290,630,pick up pepper,pick-up,9,pepper,47,['pepper'],[37],0,5.0,5.0,3.0,5.0,5.0,0.0,9_47
P02_109_14_0,P02,P02_109_14_0,00:00:00.000,00:00:00.000,00:00:01.233,1,74,get knife from stand,get-from,0,knife,4,"['knife', 'stand']","[4, 249]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_4
P06_101_256_2,P06,P06_101_256_2,00:00:00.000,00:00:00.000,00:00:07.966,1,478,unwrap stock cube,unwrap,84,cube:stock,95,['cube:stock'],[95],1,3.0,4.0,3.0,4.0,1.0,0.326923076923077,84_95
P04_121_350_2,P22,P22_12,00:03:29.389,00:03:24.25,00:03:25.25,12255,12315,cut peach,cut,20,peach,32,['peach'],[74],0,5.0,4.0,4.0,4.0,4.0,0.0,20_32
P03_112_13_2,P03,P03_112_13_2,00:00:00.000,00:00:00.000,00:00:02.333,1,140,pick up mug,pick-up,0,mug,13,['mug'],[13],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_13
P04_121_509,P04,P04_121,00:21:28.4,00:21:27.8,00:21:28.3,64389,64414,put down bowl,put-down,1,bowl,7,['bowl'],[7],1,5.0,5.0,4.0,2.0,5.0,0.6759259259259258,1_7
P37_101_24_2,P12,P12_101,00:06:14.8,00:06:14.1,00:06:14.9,18705,18743,open tap,turn-on,1,tap,29,['tap'],[0],0,5.0,5.0,5.0,5.0,5.0,0.0,1_29
P02_03_185_2,P23,P23_02,00:26:52.0,00:26:51.7,00:26:52.4,96700,96746,open the tap,turn-on,8,tap,24,['tap'],[0],0,5.0,5.0,3.0,5.0,2.0,0.0,8_24
P01_09_469_3,P20,P20_04,00:13:32.080,00:13:23.87,00:13:31.72,48232,48703,wipe cut with tissue,wipe,1,tissue,67,['tissue'],[88],0,5.0,5.0,5.0,5.0,5.0,0.0,1_67
P02_129_232_0,P02,P02_129_232_0,00:00:00.000,00:00:00.000,00:00:01.199,1,72,put plate in drainer,put-in,5,plate,2,"['plate', 'drainer']","[2, 110]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,5_2
P30_101_43_1,P30,P30_101_43_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,wash plate,wash,2,plate,2,['plate'],[2],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,2_2
P03_05_46_2,P03,P03_05_46_2,00:00:00.000,00:00:00.000,00:00:16.250,1,975,stir food,stir,10,food,34,['food'],[34],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,10_34
P24_08_258_1,P24,P24_08_258_1,00:00:00.000,00:00:00.000,00:00:02.633,1,158,rinse lid,rinse,2,lid,6,['lid'],[6],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,2_6
P04_11_22_2,P04,P04_11_22_2,00:00:00.000,00:00:00.000,00:00:03.750,1,225,rinse rice measurer,rinse,2,measurer:rice,10,['measurer:rice'],[10],1,4.0,4.0,4.0,4.0,1.0,0.375,2_10
P04_03_113_1,P04,P04_03_113_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,pick up rolled omelette slice,pick-up,0,slice:rolled:omelette,162,['slice:rolled:omelette'],[162],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0_162
P02_121_33,P02,P02_121,00:01:37.9,00:01:37.5,00:01:38.8,4873,4941,put down scissors,put-down,1,scissors,79,['scissors'],[79],1,5.0,5.0,3.0,5.0,5.0,0.8529411764705883,1_79
P03_19_37_1,P25,P25_107,00:03:11.8,00:03:11.8,00:03:13.3,9587,9664,put down plate,put-down,4,plate,3,['plate'],[2],0,5.0,5.0,4.0,4.0,4.0,0.0,4_3
P04_110_279_1,P04,P04_110_279_1,00:00:00.000,00:00:00.000,00:00:01.399,1,84,adjust pieces of broccoli,adjust,17,piece:broccoli,101,['piece:broccoli'],[101],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,17_101
P02_122_166_2,P31,P31_05,00:01:27.570,00:01:27.84,00:01:30.69,5270,5441,take cup,take,41,cup,60,['cup'],[13],0,5.0,5.0,5.0,5.0,5.0,0.0,41_60
P37_101_353_0,P37,P37_101_353_0,00:00:00.000,00:00:00.000,00:00:01.399,1,84,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,6_0
P30_05_542_1,P30,P30_05_542_1,00:00:00.000,00:00:00.000,00:00:01.516,1,91,top and tail carrot,top,7,carrot:tail,41,['carrot:tail'],[41],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,7_41
P22_117_305_0,P22,P22_117_305_0,00:00:00.000,00:00:00.000,00:00:00.616,1,37,put down jar,put-down,1,jar,40,['jar'],[40],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_40
P30_107_355_2,P30,P30_107_355_2,00:00:00.000,00:00:00.000,00:00:02.583,1,155,take mushroom,take,0,mushroom,56,['mushroom'],[56],1,5.0,5.0,3.0,3.0,1.0,0.3548387096774194,0_56
P35_109_166,P35,P35_109,00:10:52.3,00:10:51.9,00:10:52.6,32595,32632,turn down machine,turn-down,65,machine,124,['machine'],[124],1,4.0,3.0,5.0,4.0,4.0,0.7240259740259741,65_124
P10_04_358,P10,P10_04,00:38:15.7,00:38:09.4,00:38:10.3,137365,137419,open cabinet again,open,3,cabinet,3,['cabinet'],[3],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667,3_3
P26_110_58,P26,P26_110,00:03:19.6,00:03:19.6,00:03:21.0,9979,10047,pick up pasta,pick-up,0,pasta,45,['pasta'],[45],1,5.0,5.0,5.0,5.0,5.0,1.0,0_45
P03_04_282_2,P08,P08_21,00:06:17.9,00:06:09.9,00:06:24.6,22191,23076,press oats with milk,press,3,oat,116,"['oat', 'milk']","[127, 64]",0,4.0,4.0,5.0,5.0,5.0,0.0,3_116
P27_101_411,P27,P27_101,00:19:44.1,00:19:43.7,00:19:49.0,59182,59450,clean counter top,clean,2,top:counter,42,['top:counter'],[42],1,3.0,5.0,5.0,5.0,5.0,0.8529411764705883,2_42
P04_110_372,P04,P04_110,00:11:04.9,00:11:03.8,00:11:04.9,33188,33245,pick up ball of dough,pick-up,0,ball:dough,25,['ball:dough'],[25],1,5.0,5.0,5.0,5.0,5.0,1.0,0_25
P37_101_353,P37,P37_101,00:25:20.7,00:25:19.4,00:25:21.1,75969,76053,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,5.0,1.0,6_0
P26_02_26_2,P26,P26_02_26_2,00:00:00.000,00:00:00.000,00:00:24.350,1,1461,turn chicken breast,turn,23,breast:chicken,57,['breast:chicken'],[57],1,3.0,3.0,4.0,5.0,1.0,0.3405511811023621,23_57
P04_110_228,P04,P04_110,00:07:21.4,00:07:18.2,00:07:18.6,21907,21932,put piece of tofu in pan,put-in,5,piece:tofu,81,"['piece:tofu', 'pan']","[81, 5]",1,5.0,5.0,5.0,5.0,5.0,1.0,5_81
P22_07_166_2,P27,P27_101,00:12:44.4,00:12:44.0,00:12:44.6,38198,38229,pick up pan,pick-up,0,pan,31,['pan'],[5],0,4.0,4.0,5.0,4.0,4.0,0.0,0_31
P01_01_124_0,P01,P01_01_124_0,00:00:00.000,00:00:00.000,00:00:01.083,1,65,take spatula,take,0,spatula,20,['spatula'],[20],1,4.0,1.0,4.0,3.0,4.0,0.35,0_20
P02_101_3_0,P02,P02_101_3_0,00:00:00.000,00:00:00.000,00:00:00.316,1,19,place pod,place,1,pod,59,['pod'],[59],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,1_59
P04_03_144,P04,P04_03,00:08:43.9,00:08:41.7,00:08:46.5,31304,31591,rearrange egg,rearrange,40,egg,53,['egg'],[53],1,5.0,5.0,5.0,5.0,5.0,1.0,40_53
P03_20_53_0,P03,P03_20_53_0,00:00:00.000,00:00:00.000,00:00:04.933,1,296,empty plug in bin,empty,20,plug,153,"['plug', 'bin']","[153, 36]",1,4.0,1.0,4.0,5.0,4.0,0.3910256410256411,20_153
P22_17_413,P22,P22_17,00:16:12.750,00:16:12.62,00:16:14.56,58357,58473,pick up pan,pick-up,0,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,5.0,1.0,0_5
P25_107_3_1,P25,P25_107_3_1,00:00:00.000,00:00:00.000,00:00:01.633,1,98,pick up plate,pick-up,0,plate,2,['plate'],[2],1,5.0,4.0,4.0,4.0,1.0,0.3910256410256411,0_2
P08_21_24_1,P08,P08_21_24_1,00:00:00.000,00:00:00.000,00:00:01.366,1,82,take out pan,take-out,12,pan,5,['pan'],[5],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,12_5
P13_10_26_2,P12,P12_101,00:25:37.9,00:25:37.0,00:25:40.0,76848,77002,taste soup,taste,1,soup,86,['soup'],[126],0,5.0,5.0,5.0,5.0,5.0,0.0,1_86
P06_113_116_1,P06,P06_101,00:17:19.4,00:17:18.7,00:17:19.7,51932,51983,put stock in cupboard,put-in,5,stock,15,"['stock', 'cupboard']","[95, 3]",0,4.0,4.0,4.0,5.0,4.0,0.0,5_15
P24_05_270,P24,P24_05,00:23:25.6,00:23:26.3,00:23:27.4,84380,84444,put down box,put-down,1,box,23,['box'],[23],1,5.0,5.0,5.0,5.0,5.0,1.0,1_23
P03_101_343_0,P03,P03_101_343_0,00:00:00.000,00:00:00.000,00:00:02.366,1,142,drop sock,drop,59,sock,73,['sock'],[73],1,4.0,1.0,3.0,3.0,4.0,0.326923076923077,59_73
P02_112_195_0,P02,P02_112_195_0,00:00:00.000,00:00:00.000,00:00:00.616,1,37,get some oil from,get-from,0,oil,31,['oil'],[31],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_31
P30_11_44_2,P02,P02_101,00:02:28.7,00:02:28.2,00:02:29.8,7409,7489,put bread in plate,put-in,2,bread,5,"['bread', 'plate']","[33, 2]",0,5.0,5.0,5.0,5.0,5.0,0.0,2_5
P35_109_181_2,P02,P02_123,00:22:36.155,00:22:35.98,00:22:37.04,67799,67852,open compost bin,open,8,bin:compost,0,['bin:compost'],[36],0,5.0,5.0,5.0,5.0,5.0,0.0,8_0
P02_121_24,P02,P02_121,00:01:11.2,00:01:04.3,00:01:05.9,3213,3294,turn baking paper,turn,23,paper:baking,49,['paper:baking'],[49],1,4.0,4.0,4.0,5.0,5.0,0.8369565217391306,23_49
P28_06_85,P28,P28_06,00:06:49.7,00:06:38.2,00:06:39.6,23893,23973,turn on tap,turn-on,6,tap,0,['tap'],[0],1,4.0,3.0,5.0,4.0,3.0,0.6646341463414634,6_0
P04_109_32_2,P03,P03_101,00:12:47.9,00:12:45.7,00:12:49.5,38286,38475,unfurl top,unfurl,0,top,41,['top'],[42],0,5.0,3.0,5.0,5.0,5.0,0.0,0_41
P29_03_375_2,P35,P35_105,00:19:05.9,00:19:05.3,00:19:06.8,57265,57341,move spoon,move,14,spoon,35,['spoon'],[1],0,5.0,5.0,5.0,5.0,5.0,0.0,14_35
P02_123_225_0,P02,P02_123_225_0,00:00:00.000,00:00:00.000,00:00:00.816,1,49,put down spatula,put-down,1,spatula,20,['spatula'],[20],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_20
P27_103_60_0,P27,P27_103_60_0,00:00:00.000,00:00:00.000,00:00:01.816,1,109,turn page,turn,23,page,49,['page'],[49],1,5.0,1.0,5.0,4.0,4.0,0.4078947368421053,23_49
P04_04_21_2,P04,P04_04_21_2,00:00:00.000,00:00:00.000,00:00:17.350,1,1041,wash frying pan,wash,2,pan:frying,5,['pan:frying'],[5],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,2_5
P02_135_42_1,P02,P02_135_42_1,00:00:00.000,00:00:00.000,00:00:00.900,1,54,pick up half of bagel,pick-up,0,half:bagel,33,['half:bagel'],[33],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,0_33
