narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,tsn_top1_action,tsn_top5_action,tsn_top1_verb,tsn_top5_verb,tsn_top1_noun,tsn_top5_noun,avion_top1_action,avion_top5_action,avion_top1_verb,avion_top5_verb,avion_top1_noun,avion_top5_noun
P24_08_229_3,P12,P12_101,00:00:07.7,00:00:07.2,00:00:09.0,360,449,wash knives,wash,1,knife,22,['knife'],[4],0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_233_3,P04,P04_04,00:12:21.5,00:12:21.2,00:12:23.9,44473,44631,pick up kitchen roll,pick-up,2,roll:kitchen,18,['roll:kitchen'],[93],0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_245_3,P22,P22_113,00:02:07.351,00:02:06.31,00:02:07.29,6315,6364,close cupboard,close,35,cupboard,45,['cupboard'],[3],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P24_08_258_3,P22,P22_08,00:09:07.350,00:09:06.90,00:09:07.40,32814,32844,close cabinet,close,2,cabinet,6,['cabinet'],[3],0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_263_2,P01,P01_01,00:04:46.280,00:04:47.86,00:04:54.25,17271,17655,stir courgette,stir,0,courgette,1,['courgette'],[76],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P24_08_266_3,P28,P28_103,00:29:11.7,00:29:07.3,00:29:12.3,87363,87616,take pot lid,take,10,lid:pot,47,['lid:pot'],[6],0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P24_08_28_2,P02,P02_118,00:01:14.918,00:01:13.79,00:01:20.03,3689,4001,put butter cubes in bowl,put,1,cube:butter,45,"['cube:butter', 'bowl']","[78, 7]",0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P24_08_289_2,P03,P03_04,00:04:39.6,00:04:36.6,00:04:44.5,16594,17072,cut onion,cut,1,onion,61,['onion'],[16],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_315_2,P01,P01_01,00:20:50.0,00:20:51.0,00:20:53.0,75063,75179,take drainer,take,4,drainer,3,['drainer'],[110],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
P24_08_326_2,P03,P03_101,00:12:35.4,00:12:33.9,00:12:36.1,37694,37806,remove cardigan,remove,1,cardigan,5,['cardigan'],[73],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_342_2,P30,P30_111,00:22:04.9,00:22:03.5,00:22:05.3,66177,66263,open cupboard,open,2,cupboard,9,['cupboard'],[3],0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_345_2,P29,P29_03,00:24:00.210,00:23:45.78,00:24:01.62,85546,86497,dry baking tray,dry,1,tray:baking,9,['tray:baking'],[35],0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_354_2,P28,P28_06,00:05:47.8,00:05:42.3,00:05:43.3,20540,20598,open cupboard,open,2,cupboard,9,['cupboard'],[3],0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_46_2,P37,P37_101,00:04:37.2,00:04:36.7,00:04:40.3,13832,14012,close bottle,close,1,bottle,16,['bottle'],[15],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P24_08_64_3,P28,P28_103,00:14:42.7,00:14:42.2,00:14:43.5,44111,44176,throw oil bottle,throw,3,bottle:oil,15,['bottle:oil'],[15],0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
P24_08_82_2,P11,P11_104,00:03:45.1,00:03:43.4,00:03:46.9,11169,11343,pick up olive oil,pick-up,4,oil:olive,3,['oil:olive'],[31],0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
P24_08_99_3,P03,P03_13,00:00:26.9,00:00:23.0,00:00:25.0,1380,1497,grab saucepan,grab,7,saucepan,83,['saucepan'],[5],0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_101_110_2,P04,P04_121,00:14:44.4,00:14:42.6,00:14:45.3,44132,44265,pick up tea towel,pick-up,0,towel:tea,49,['towel:tea'],[52],0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P25_101_66_2,P27,P27_101,00:07:50.4,00:07:50.2,00:07:51.0,23507,23549,put down cloth,put-down,22,cloth,28,['cloth'],[17],0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_102_104_2,P24,P24_02,00:01:51.840,00:01:50.45,00:01:51.87,6627,6712,grab fork,grab,2,fork,5,['fork'],[14],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_104_203_1,P03,P03_120,00:08:10.600,00:08:10.49,00:08:38.69,24524,25934,juice lemon half,juice,0,half:lemon,1,['half:lemon'],[105],0,3.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_104_231_2,P01,P01_104,00:00:18.1,00:00:17.9,00:00:18.8,896,942,open drawer,open,0,drawer,1,['drawer'],[8],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P25_104_238_2,P35,P35_105,00:12:48.1,00:12:48.1,00:12:50.6,38407,38529,put down mug,put-down,0,mug,49,['mug'],[13],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_106_155_1,P30,P30_05,00:40:51.7,00:40:47.1,00:40:52.0,146827,147120,top and tail carrot,top,1,carrot:tail,4,['carrot:tail'],[41],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_107_2,P24,P24_08,00:07:46.479,00:07:44.38,00:07:53.36,27862,28401,cut olive,cut,13,olive,48,['olive'],[83],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_12_3,P24,P24_05,00:20:34.9,00:20:34.1,00:20:38.0,74047,74280,close oil bottle,close,2,bottle:oil,67,['bottle:oil'],[15],0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_121_2,P11,P11_104,00:09:20.1,00:09:19.8,00:09:20.9,27989,28044,open dishwasher,open,13,dishwasher,48,['dishwasher'],[70],0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_126_3,P01,P01_05,00:12:06.4,00:12:06.0,00:12:15.6,43559,44136,dry hands,dry,2,hand,11,['hand'],[11],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
P25_107_139_2,P03,P03_04,00:18:55.4,00:18:45.8,00:18:52.8,67547,67970,put pans,put,0,pan,14,['pan'],[5],0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_146_2,P30,P30_111,00:16:57.4,00:16:55.2,00:16:57.9,50759,50894,slice pepper,slice,0,pepper,67,['pepper'],[37],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_165_3,P30,P30_101,00:06:27.113,00:06:24.60,00:06:30.61,19230,19530,pour water into v60,pour-into,1,water,2,"['water', 'v60']","[27, 50]",0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P25_107_173_3,P35,P35_104,00:31:08.350,00:31:08.00,00:31:11.07,93400,93553,pick up pot,pick-up,2,pot,14,['pot'],[29],0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_195_2,P01,P01_09,00:40:15.759,00:40:06.05,00:40:26.85,144363,145611,place mushrooms onto dough,place-onto,1,mushroom,130,"['mushroom', 'dough']","[56, 25]",0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P25_107_198_3,P10,P10_04,00:37:30.8,00:37:12.5,00:37:19.7,133952,134380,cut the ginger slice into smaller pieces,cut-into,0,slice:ginger,67,['slice:ginger'],[131],0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_211_2,P30,P30_01,00:00:14.269,00:00:13.24,00:00:14.27,794,856,take box,take,1,box,67,['box'],[23],0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_277_2,P28,P28_103,00:14:42.7,00:14:42.2,00:14:43.5,44111,44176,throw oil bottle,throw,6,bottle:oil,0,['bottle:oil'],[15],0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_3_2,P28,P28_14,00:01:15.1,00:01:40.8,00:01:42.2,6049,6133,put cheese in bread,put-in,0,cheese,2,"['cheese', 'bread']","[32, 33]",0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_31_2,P01,P01_01,00:12:30.0,00:12:31.6,00:12:33.1,45097,45189,open salt,open,1,salt,2,['salt'],[38],0,4.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_313_2,P35,P35_105,00:01:29.4,00:01:27.0,00:01:30.4,4352,4519,pick up container,pick-up,1,container,67,['container'],[21],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_314_3,P28,P28_103,00:17:29.4,00:17:29.1,00:17:30.7,52455,52534,take oven glove,take,0,glove:oven,67,['glove:oven'],[60],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P25_107_362_2,P06,P06_103,00:04:02.7,00:04:02.6,00:04:03.3,12129,12163,open cupboard,open,0,cupboard,67,['cupboard'],[3],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_389_3,P30,P30_111,00:00:21.1,00:00:20.3,00:00:21.6,1013,1078,close fridge,close,22,fridge,67,['fridge'],[12],0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_412_2,P04,P04_109,00:06:52.9,00:06:51.9,00:06:52.9,20597,20647,grab piece of cucumber,grab,22,piece:cucumber,67,['piece:cucumber'],[72],0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_415_2,P24,P24_05,00:23:25.6,00:23:26.3,00:23:27.4,84380,84444,put down box,put-down,0,box,14,['box'],[23],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_428_3,P04,P04_110,00:00:24.1,00:00:23.3,00:00:24.6,1166,1229,pick up rice cooker lid,pick-up,22,lid:rice:cooker,67,['lid:rice:cooker'],[6],0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_446_2,P12,P12_101,00:31:31.0,00:31:30.5,00:31:31.4,94526,94572,pick up salt container,pick-up,3,container:salt,3,['container:salt'],[21],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_464_2,P01,P01_09,00:35:27.6,00:35:25.0,00:35:28.5,127499,127709,take dough,take,8,dough,24,['dough'],[25],0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_487_2,P30,P30_05,00:24:59.4,00:24:51.0,00:24:59.1,89460,89946,pour stock into saucepan,pour-into,1,stock,14,"['stock', 'saucepan']","[95, 5]",0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_498_3,P30,P30_111,00:11:11.4,00:11:10.2,00:11:11.3,33511,33563,close fridge,close,22,fridge,67,['fridge'],[12],0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25_107_62_2,P28,P28_113,00:05:24.7,00:05:24.8,00:05:25.5,16240,16276,take bell pepper,take,0,pepper:bell,14,['pepper:bell'],[37],0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P25_107_79_2,P27,P27_101,00:01:15.1,00:01:14.6,00:01:15.3,3729,3766,pick up lid,pick-up,2,lid,76,['lid'],[6],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P25_107_89_3,P20,P20_03,00:00:34.380,00:00:33.98,00:00:37.42,2038,2245,close cereal box,close,1,box:cereal,67,['box:cereal'],[23],0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_02_19_2,P08,P08_21,00:20:51.7,00:20:51.7,00:20:53.6,75102,75218,open microwave,open,1,microwave,38,['microwave'],[90],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_02_26_3,P02,P02_123,00:22:36.155,00:22:35.98,00:22:37.04,67799,67852,open compost bin,open,23,bin:compost,57,['bin:compost'],[36],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P26_08_7_1,P02,P02_03,00:14:52.3,00:14:48.5,00:15:02.1,53308,54124,still chopping chicken,chop,1,chicken,39,['chicken'],[57],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_104_18_2,P30,P30_111,00:22:58.1,00:22:56.8,00:23:06.3,68838,69313,wipe wall,wipe,7,wall,49,['wall'],[242],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P26_104_92_2,P04,P04_110,00:04:42.6,00:04:41.7,00:04:43.5,14087,14176,put down rice cooker lid,put-down,9,lid:rice:cooker,31,['lid:rice:cooker'],[6],0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P26_108_29_2,P04,P04_121,00:13:20.4,00:13:21.4,00:13:30.7,40069,40533,scour bowl,scour,1,bowl,2,['bowl'],[7],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P26_10_10_1,P04,P04_04,00:09:19.6,00:09:19.1,00:09:29.8,33544,34189,slice paneer,slice,0,paneer,6,['paneer'],[32],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P26_110_22_2,P02,P02_122,00:08:28.9,00:08:28.3,00:08:29.6,25415,25479,put down oil bottle,put-down,0,bottle:oil,17,['bottle:oil'],[15],0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_110_25_2,P03,P03_101,00:05:58.6,00:05:58.4,00:05:59.0,17921,17952,move washing up brush,move,12,brush:washing:up,6,['brush:washing:up'],[103],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P26_110_26_3,P35,P35_105,00:34:29.4,00:34:29.2,00:34:30.0,103458,103501,pour meat,pour,1,meat,6,['meat'],[28],0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_110_38_2,P10,P10_04,00:35:14.7,00:34:57.7,00:34:58.4,125863,125902,put the garlic into the white pot,put-into,3,garlic,46,"['garlic', 'pot:white']","[51, 29]",0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_110_58_2,P05,P05_01,00:05:47.0,00:05:46.5,00:05:51.6,20790,21099,pour milk into cup,pour-into,0,milk,45,"['milk', 'cup']","[64, 13]",0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_110_74_2,P22,P22_07,00:14:07.0,00:14:06.2,00:14:06.9,50770,50816,open kettle,open,1,kettle,2,['kettle'],[44],0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_110_78_2,P02,P02_122,00:01:48.7,00:01:48.3,00:01:50.6,5415,5532,crack egg,crack,1,egg,2,['egg'],[53],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_110_81_2,P28,P28_06,00:07:10.1,00:06:52.2,00:06:54.8,24730,24885,empty water in tray,empty,0,water,45,"['water', 'tray']","[27, 35]",0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_117_17_1,P30,P30_05,00:22:26.6,00:22:24.1,00:22:26.2,80645,80773,put limes in saucepan,put-in,4,lime,3,"['lime', 'saucepan']","[161, 5]",0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P26_118_24_2,P26,P26_110,00:03:19.6,00:03:19.6,00:03:21.0,9979,10047,pick up pasta,pick-up,2,pasta,5,['pasta'],[45],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
P26_119_109_2,P03,P03_04,00:04:39.6,00:04:36.6,00:04:44.5,16594,17072,cut onion,cut,7,onion,43,['onion'],[16],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P26_17_10_2,P02,P02_128,00:00:27.2,00:00:27.2,00:00:28.1,1359,1403,put down bowl,put-down,1,bowl,6,['bowl'],[7],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P26_22_21_2,P12,P12_101,00:15:33.7,00:15:31.8,00:15:34.0,46591,46702,stir minced meat in saucepan,stir,1,meat:minced,1,"['meat:minced', 'saucepan']","[28, 5]",0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_0_2,P27,P27_101,00:18:26.4,00:18:26.2,00:18:32.5,55311,55622,wash glass,wash,21,glass,92,['glass'],[10],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P27_101_102_3,P01,P01_09,00:38:42.7,00:38:40.6,00:38:57.0,139237,140220,open mozzarella bag,open,2,bag:mozzarella,10,['bag:mozzarella'],[19],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_12_3,P02,P02_122,00:05:02.4,00:05:01.4,00:05:02.6,15067,15132,pour salt in plate,pour-in,11,salt,5,"['salt', 'plate']","[38, 2]",0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P27_101_135_2,P23,P23_02,00:16:32.5,00:16:32.1,00:16:34.2,59527,59654,take the cloth,take,0,cloth,1,['cloth'],[17],0,4.0,3.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
P27_101_150_2,P35,P35_105,00:34:29.4,00:34:29.2,00:34:30.0,103458,103501,pour meat,pour,1,meat,10,['meat'],[28],0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_154_2,P01,P01_09,00:25:41.6,00:25:42.0,00:25:42.9,92521,92572,open fridge,open,1,fridge,1,['fridge'],[12],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_161_2,P07,P07_08,00:02:28.0,00:02:12.8,00:02:13.6,7968,8016,fold tortilla,fold,0,tortilla,10,['tortilla'],[107],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_183_2,P06,P06_09,00:15:02.7,00:15:01.6,00:15:03.2,54096,54189,wash hands,wash,3,hand,36,['hand'],[11],0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_188_2,P12,P12_101,00:09:17.1,00:09:16.0,00:09:17.6,27801,27882,pick up minced meat from cutting board,pick-up,1,meat:minced,17,"['meat:minced', 'board:cutting']","[28, 18]",0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_196_3,P10,P10_04,00:30:15.9,00:30:23.1,00:30:29.7,109384,109780,wash the pot with the brusher,wash-with,2,pot,50,"['pot', 'brusher']","[29, 103]",0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P27_101_218_2,P10,P10_04,00:26:04.7,00:26:11.5,00:26:12.8,94289,94370,shake another pot,shake,6,pot,0,['pot'],[29],0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P27_101_22_2,P02,P02_130,00:05:03.7,00:05:03.6,00:05:04.4,15180,15217,pick up chopping blades,pick-up,0,blade:chopping,6,['blade:chopping'],[4],0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P27_101_222_2,P30,P30_101,00:04:41.1,00:04:39.0,00:04:41.6,13951,14081,empty washing up bowl,empty,0,bowl:washing:up,5,['bowl:washing:up'],[7],0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_235_2,P28,P28_09,00:06:35.440,00:06:25.40,00:06:29.12,23124,23347,rinse knife,rinse,76,knife,52,['knife'],[4],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P27_101_245_2,P04,P04_112,00:04:56.850,00:04:56.41,00:04:57.10,14820,14855,stretch dough,stretch,6,dough,0,['dough'],[25],0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P27_101_249_2,P02,P02_121,00:00:15.4,00:00:14.9,00:00:25.7,746,1287,mark cake mould boundaries on baking paper,mark-on,0,boundary:cake:mould,1,"['boundary:cake:mould', 'paper:baking']","[35, 49]",0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P27_101_260_3,P35,P35_109,00:17:33.3,00:17:32.7,00:17:36.2,52632,52809,rinse cup,rinse,2,cup,1,['cup'],[13],0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
P27_101_289_2,P08,P08_21,00:01:22.9,00:01:22.3,00:01:24.6,4940,5077,place lid on counter top,place-on,0,lid,5,"['lid', 'top:counter']","[6, 42]",0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
P27_101_307_3,P04,P04_109,00:05:53.4,00:05:52.6,00:05:54.3,17630,17716,wipe pieces of cucumber off knife and into measuring jug,wipe,2,piece:cucumber,5,"['piece:cucumber', 'knife', 'jug:measuring']","[72, 4, 66]",0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
